date,rank,track,artist,bb_last_week,bb_peak,bb_woc
3/9/2024,80,Home,Good Neighbours,84,77,4
3/9/2024,81,Where It Ends,Bailey Zimmerman,98,32,9
3/9/2024,82,Fuk Sumn,¥$: Ye & Ty Dolla $ign,57,23,3
3/9/2024,83,Tu Name,Fuerza Regida,93,83,2
3/9/2024,84,Yeah Glo!,GloRilla,86,84,3
3/9/2024,85,Perro Negro,Bad Bunny & Feid,90,20,17
3/9/2024,86,Hiss,Megan Thee Stallion,68,1,5
3/9/2024,87,Standing Next To You,Jung Kook,81,5,17
3/9/2024,88,Mmhmm,BigXthaPlug,88,65,10
3/9/2024,89,Sensational,Chris Brown Featuring Davido & Lojay,91,89,4
3/9/2024,90,Contigo,Karol G & Tiesto,61,61,2
3/9/2024,91,Forever,Noah Kahan,73,28,3
3/9/2024,92,Oklahoma Smokeshow,Zach Bryan,92,72,18
3/9/2024,93,Worth It,Offset & Don Toliver,95,92,6
3/9/2024,94,Monaco,Bad Bunny,97,5,20
3/9/2024,95,Scared To Start,Michael Marcagi,-,95,2
3/9/2024,96,Let's Go,Key Glock & Young Dolph,-,96,1
3/9/2024,97,Back To Me,¥$: Ye & Ty Dolla $ign,59,26,3
3/9/2024,98,Prove It,21 Savage & Summer Walker,-,43,6
3/9/2024,99,Easy,LE SSERAFIM,-,99,1
3/9/2024,100,My Eyes,Travis Scott,-,19,11
3/16/2024,1,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,2,1,4
3/16/2024,2,Lose Control,Teddy Swims,5,2,30
3/16/2024,3,Lovin On Me,Jack Harlow,3,1,17
3/16/2024,4,Beautiful Things,Benson Boone,4,3,7
3/16/2024,5,Texas Hold 'Em,Beyonce,1,1,4
3/16/2024,6,Greedy,Tate McRae,8,3,25
3/16/2024,7,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,7,1,28
3/16/2024,8,Snooze,SZA,9,2,64
3/16/2024,9,Agora Hills,Doja Cat,12,7,24
3/16/2024,10,Cruel Summer,Taylor Swift,10,1,44
3/16/2024,11,Stick Season,Noah Kahan,11,10,23
3/16/2024,12,Redrum,21 Savage,13,5,8
3/16/2024,13,Saturn,SZA,6,6,2
3/16/2024,14,Fast Car,Luke Combs,14,2,50
3/16/2024,15,Last Night,Morgan Wallen,15,1,58
3/16/2024,16,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,18,1,19
3/16/2024,17,Water,Tyla,16,7,23
3/16/2024,18,Thinkin' Bout Me,Morgan Wallen,17,7,53
3/16/2024,19,Whatever She Wants,Bryson Tiller,22,19,3
3/16/2024,20,Made For Me,Muni Long,20,20,8
3/16/2024,21,Flowers,Miley Cyrus,21,1,55
3/16/2024,22,Houdini,Dua Lipa,24,11,17
3/16/2024,23,End Of Beginning,Djo,35,23,3
3/16/2024,24,Pretty Little Poison,Warren Zeiders,19,19,26
3/16/2024,25,Paint The Town Red,Doja Cat,23,1,31
3/16/2024,26,Where The Wild Things Are,Luke Combs,31,26,16
3/16/2024,27,Never Lose Me,Flo Milli,26,18,12
3/16/2024,28,Feather,Sabrina Carpenter,29,28,14
3/16/2024,29,Truck Bed,HARDY,32,29,38
3/16/2024,30,The Painter,Cody Johnson,25,25,22
3/16/2024,31,"Yes, And?",Ariana Grande,28,1,8
3/16/2024,32,Selfish,Justin Timberlake,33,19,6
3/16/2024,33,La Diabla,Xavi,27,20,12
3/16/2024,34,What Was I Made For?,Billie Eilish,30,14,33
3/16/2024,35,Wild Ones,Jessie Murph & Jelly Roll,37,35,22
3/16/2024,36,Save Me,Jelly Roll With Lainey Wilson,39,19,35
3/16/2024,37,Vampire,Olivia Rodrigo,36,1,33
3/16/2024,38,Like What (Freestyle),Cardi B,-,38,1
3/16/2024,39,Praise Jah In The Moonlight,YG Marley,34,34,6
3/16/2024,40,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,38,11,22
3/16/2024,41,On My Mama,Victoria Monet,41,33,25
3/16/2024,42,Exes,Tate McRae,42,34,16
3/16/2024,43,Burn It Down,Parker McCollum,48,43,20
3/16/2024,44,Man Made A Bar,Morgan Wallen Featuring Eric Church,46,15,24
3/16/2024,45,Need A Favor,Jelly Roll,45,13,47
3/16/2024,46,Surround Sound,JID Featuring 21 Savage & Baby Tate,43,40,17
3/16/2024,47,Everybody,Nicki Minaj Featuring Lil Uzi Vert,40,24,13
3/16/2024,48,FE!N,Travis Scott Featuring Playboi Carti,58,5,19
3/16/2024,49,Yeah Glo!,GloRilla,84,49,4
3/16/2024,50,I Can Feel It,Kane Brown,55,50,10
3/16/2024,51,World On Fire,Nate Smith,50,21,19
3/16/2024,52,Breathe,Yeat,44,42,3
3/16/2024,53,Get In With Me,BossMan Dlow,49,49,5
3/16/2024,54,You Broke My Heart,Drake,52,11,16
3/16/2024,55,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",51,51,11
3/16/2024,56,Soak City,310babii,59,56,12
3/16/2024,57,23,Chayce Beckham,57,57,10
3/16/2024,58,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,65,55,10
3/16/2024,59,Training Season,Dua Lipa,61,27,3
3/16/2024,60,One Call,Rich Amiri,60,60,6
3/16/2024,61,Act II: Date @ 8,4batz Featuring Drake,68,59,9
3/16/2024,62,La Victima,Xavi,53,46,12
3/16/2024,63,FTCU,Nicki Minaj,66,15,13
3/16/2024,64,Overcompensate,Twenty One Pilots,-,64,1
3/16/2024,65,Wildflowers And Wild Horses,Lainey Wilson,69,65,6
3/16/2024,66,Tu Name,Fuerza Regida,83,66,3
3/16/2024,67,Murder On The Dancefloor,Sophie Ellis-Bextor,64,51,10
3/16/2024,68,Spin You Around (1/24),Morgan Wallen,70,24,6
3/16/2024,69,Scared To Start,Michael Marcagi,95,69,3
3/16/2024,70,Burn,¥$: Ye & Ty Dolla $ign,63,33,4
3/16/2024,71,Sensational,Chris Brown Featuring Davido & Lojay,89,71,5
3/16/2024,72,Harley Quinn,Fuerza Regida & Marshmello,75,40,18
3/16/2024,73,Holy Smokes,Bailey Zimmerman,54,54,2
3/16/2024,74,Doctor (Work It Out),Pharrell & Miley Cyrus,-,74,1
3/16/2024,75,Bandit,Don Toliver,67,38,5
3/16/2024,76,Where It Ends,Bailey Zimmerman,81,32,10
3/16/2024,77,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",71,10,8
3/16/2024,78,Home,Good Neighbours,80,77,5
3/16/2024,79,Mmhmm,BigXthaPlug,88,65,11
3/16/2024,80,Bellakeo,Peso Pluma & Anitta,79,53,12
3/16/2024,81,Oklahoma Smokeshow,Zach Bryan,92,72,19
3/16/2024,82,Coal,Dylan Gossett,73,73,9
3/16/2024,83,Perro Negro,Bad Bunny & Feid,85,20,18
3/16/2024,84,My Eyes,Travis Scott,100,19,12
3/16/2024,85,Standing Next To You,Jung Kook,87,5,18
3/16/2024,86,Tucson Too Late,Jordan Davis,-,86,1
3/16/2024,87,Igual Que Un Angel,Kali Uchis & Peso Pluma,78,22,8
3/16/2024,88,Forever,Noah Kahan,91,28,4
3/16/2024,89,Contigo,Karol G & Tiesto,90,61,3
3/16/2024,90,Worth It,Offset & Don Toliver,93,90,7
3/16/2024,91,Let's Go,Key Glock & Young Dolph,96,91,2
3/16/2024,92,Fuk Sumn,¥$: Ye & Ty Dolla $ign,82,23,4
3/16/2024,93,Think U The Shit (Fart),Ice Spice,72,37,6
3/16/2024,94,Hiss,Megan Thee Stallion,86,1,6
3/16/2024,95,Prove It,21 Savage & Summer Walker,98,43,7
3/16/2024,96,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,-,67,10
3/16/2024,97,Creek Will Rise,Conner Smith,-,89,2
3/16/2024,98,16 Carriages,Beyonce,74,38,4
3/16/2024,99,Wondering Why,The Red Clay Strays,-,71,9
3/16/2024,100,Wine Into Whiskey,Tucker Wetmore,77,77,2
3/23/2024,1,We Can't Be Friends (Wait For Your Love),Ariana Grande,-,1,1
3/23/2024,2,Lose Control,Teddy Swims,2,2,31
3/23/2024,3,Beautiful Things,Benson Boone,4,3,8
3/23/2024,4,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,1,1,5
3/23/2024,5,Lovin On Me,Jack Harlow,3,1,18
3/23/2024,6,Texas Hold 'Em,Beyonce,5,1,5
3/23/2024,7,Act II: Date @ 8,4batz Featuring Drake,61,7,10
3/23/2024,8,Greedy,Tate McRae,6,3,26
3/23/2024,9,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,7,1,29
3/23/2024,10,"Yes, And?",Ariana Grande,31,1,9
3/23/2024,11,Snooze,SZA,8,2,65
3/23/2024,12,Agora Hills,Doja Cat,9,7,25
3/23/2024,13,Cruel Summer,Taylor Swift,10,1,45
3/23/2024,14,Saturn,SZA,13,6,3
3/23/2024,15,Stick Season,Noah Kahan,11,10,24
3/23/2024,16,The Boy Is Mine,Ariana Grande,-,16,1
3/23/2024,17,Supernatural,Ariana Grande,-,17,1
3/23/2024,18,Last Night,Morgan Wallen,15,1,59
3/23/2024,19,Water,Tyla,17,7,24
3/23/2024,20,Fast Car,Luke Combs,14,2,51
3/23/2024,21,End Of Beginning,Djo,23,21,4
3/23/2024,22,Redrum,21 Savage,12,5,9
3/23/2024,23,Eternal Sunshine,Ariana Grande,-,23,1
3/23/2024,24,Whatever She Wants,Bryson Tiller,19,19,4
3/23/2024,25,Bye,Ariana Grande,-,25,1
3/23/2024,26,Thinkin' Bout Me,Morgan Wallen,18,7,54
3/23/2024,27,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,16,1,20
3/23/2024,28,Don't Wanna Break Up Again,Ariana Grande,-,28,1
3/23/2024,29,Made For Me,Muni Long,20,20,9
3/23/2024,30,True Story,Ariana Grande,-,30,1
3/23/2024,31,Houdini,Dua Lipa,22,11,18
3/23/2024,32,Paint The Town Red,Doja Cat,25,1,32
3/23/2024,33,Feather,Sabrina Carpenter,28,28,15
3/23/2024,34,Never Lose Me,Flo Milli,27,18,13
3/23/2024,35,What Was I Made For?,Billie Eilish,34,14,34
3/23/2024,36,Truck Bed,HARDY,29,29,39
3/23/2024,37,Imperfect For You,Ariana Grande,-,37,1
3/23/2024,38,Intro (End Of The World),Ariana Grande,-,38,1
3/23/2024,39,I Wish I Hated You,Ariana Grande,-,39,1
3/23/2024,40,Selfish,Justin Timberlake,32,19,7
3/23/2024,41,Yeah Glo!,GloRilla,49,41,5
3/23/2024,42,Pretty Little Poison,Warren Zeiders,24,19,27
3/23/2024,43,Wild Ones,Jessie Murph & Jelly Roll,35,35,23
3/23/2024,44,La Diabla,Xavi,33,20,13
3/23/2024,45,Save Me,Jelly Roll With Lainey Wilson,36,19,36
3/23/2024,46,Where The Wild Things Are,Luke Combs,26,26,17
3/23/2024,47,Exes,Tate McRae,42,34,17
3/23/2024,48,Vampire,Olivia Rodrigo,37,1,34
3/23/2024,49,The Painter,Cody Johnson,30,25,23
3/23/2024,50,FE!N,Travis Scott Featuring Playboi Carti,48,5,20
3/23/2024,51,Man Made A Bar,Morgan Wallen Featuring Eric Church,44,15,25
3/23/2024,52,23,Chayce Beckham,57,52,11
3/23/2024,53,Burn It Down,Parker McCollum,43,43,21
3/23/2024,54,I Can Feel It,Kane Brown,50,50,11
3/23/2024,55,Ordinary Things,Ariana Grande Featuring Nonna,-,55,1
3/23/2024,56,Wildflowers And Wild Horses,Lainey Wilson,65,56,7
3/23/2024,57,Praise Jah In The Moonlight,YG Marley,39,34,7
3/23/2024,58,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,58,55,11
3/23/2024,59,Everybody,Nicki Minaj Featuring Lil Uzi Vert,47,24,14
3/23/2024,60,World On Fire,Nate Smith,51,21,20
3/23/2024,61,Surround Sound,JID Featuring 21 Savage & Baby Tate,46,40,18
3/23/2024,62,Soak City,310babii,56,56,13
3/23/2024,63,Get In With Me,BossMan Dlow,53,49,6
3/23/2024,64,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",55,51,12
3/23/2024,65,Breathe,Yeat,52,42,4
3/23/2024,66,You Broke My Heart,Drake,54,11,17
3/23/2024,67,Scared To Start,Michael Marcagi,69,67,4
3/23/2024,68,Training Season,Dua Lipa,59,27,4
3/23/2024,69,Murder On The Dancefloor,Sophie Ellis-Bextor,67,51,11
3/23/2024,70,One Call,Rich Amiri,60,60,7
3/23/2024,71,FTCU,Nicki Minaj,63,15,14
3/23/2024,72,Sensational,Chris Brown Featuring Davido & Lojay,71,71,6
3/23/2024,73,Where It Ends,Bailey Zimmerman,76,32,11
3/23/2024,74,Austin,Dasha,-,74,1
3/23/2024,75,Tu Name,Fuerza Regida,66,66,4
3/23/2024,76,La Victima,Xavi,62,46,13
3/23/2024,77,Spin You Around (1/24),Morgan Wallen,68,24,7
3/23/2024,78,Bandit,Don Toliver,75,38,6
3/23/2024,79,Oklahoma Smokeshow,Zach Bryan,81,72,20
3/23/2024,80,Mmhmm,BigXthaPlug,79,65,12
3/23/2024,81,Harley Quinn,Fuerza Regida & Marshmello,72,40,19
3/23/2024,82,Perro Negro,Bad Bunny & Feid,83,20,19
3/23/2024,83,Home,Good Neighbours,78,77,6
3/23/2024,84,Like What (Freestyle),Cardi B,38,38,2
3/23/2024,85,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",77,10,9
3/23/2024,86,Bellakeo,Peso Pluma & Anitta,80,53,13
3/23/2024,87,Holy Smokes,Bailey Zimmerman,73,54,3
3/23/2024,88,Standing Next To You,Jung Kook,85,5,19
3/23/2024,89,Let's Go,Key Glock & Young Dolph,91,89,3
3/23/2024,90,Coal,Dylan Gossett,82,73,10
3/23/2024,91,Burn,¥$: Ye & Ty Dolla $ign,70,33,5
3/23/2024,92,Tucson Too Late,Jordan Davis,86,86,2
3/23/2024,93,Contigo,Karol G & Tiesto,89,61,4
3/23/2024,94,Igual Que Un Angel,Kali Uchis & Peso Pluma,87,22,9
3/23/2024,95,My Eyes,Travis Scott,84,19,13
3/23/2024,96,Back Then Right Now,Tyler Hubbard,-,96,1
3/23/2024,97,Tourniquet,Zach Bryan,-,20,11
3/23/2024,98,Outskirts,Sam Hunt,-,98,1
3/23/2024,99,Worth It,Offset & Don Toliver,90,90,8
3/23/2024,100,Fuk Sumn,¥$: Ye & Ty Dolla $ign,92,23,5
3/30/2024,1,Lose Control,Teddy Swims,2,1,32
3/30/2024,2,Beautiful Things,Benson Boone,3,2,9
3/30/2024,3,We Can't Be Friends (Wait For Your Love),Ariana Grande,1,1,2
3/30/2024,4,Lovin On Me,Jack Harlow,5,1,19
3/30/2024,5,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,4,1,6
3/30/2024,6,Texas Hold 'Em,Beyonce,6,1,6
3/30/2024,7,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,9,1,30
3/30/2024,8,Greedy,Tate McRae,8,3,27
3/30/2024,9,Enough (Miami),Cardi B,-,9,1
3/30/2024,10,Cruel Summer,Taylor Swift,13,1,46
3/30/2024,11,End Of Beginning,Djo,21,11,5
3/30/2024,12,Stick Season,Noah Kahan,15,10,25
3/30/2024,13,Agora Hills,Doja Cat,12,7,26
3/30/2024,14,Snooze,SZA,11,2,66
3/30/2024,15,Never Lose Me,Flo Milli,34,15,14
3/30/2024,16,Last Night,Morgan Wallen,18,1,60
3/30/2024,17,Saturn,SZA,14,6,4
3/30/2024,18,Fast Car,Luke Combs,20,2,52
3/30/2024,19,Act II: Date @ 8,4batz Featuring Drake,7,7,11
3/30/2024,20,Water,Tyla,19,7,25
3/30/2024,21,Thinkin' Bout Me,Morgan Wallen,26,7,55
3/30/2024,22,Redrum,21 Savage,22,5,10
3/30/2024,23,Get It Sexyy,Sexyy Red,-,23,1
3/30/2024,24,Whatever She Wants,Bryson Tiller,24,19,5
3/30/2024,25,Made For Me,Muni Long,29,20,10
3/30/2024,26,Feather,Sabrina Carpenter,33,26,16
3/30/2024,27,Truck Bed,HARDY,36,27,40
3/30/2024,28,Man Made A Bar,Morgan Wallen Featuring Eric Church,51,15,26
3/30/2024,29,Houdini,Dua Lipa,31,11,19
3/30/2024,30,Selfish,Justin Timberlake,40,19,8
3/30/2024,31,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,27,1,21
3/30/2024,32,Paint The Town Red,Doja Cat,32,1,33
3/30/2024,33,What Was I Made For?,Billie Eilish,35,14,35
3/30/2024,34,The Boy Is Mine,Ariana Grande,16,16,2
3/30/2024,35,Yeah Glo!,GloRilla,41,35,6
3/30/2024,36,"Yes, And?",Ariana Grande,10,1,10
3/30/2024,37,Wild Ones,Jessie Murph & Jelly Roll,43,35,24
3/30/2024,38,Save Me,Jelly Roll With Lainey Wilson,45,19,37
3/30/2024,39,Pretty Little Poison,Warren Zeiders,42,19,28
3/30/2024,40,Supernatural,Ariana Grande,17,17,2
3/30/2024,41,Where The Wild Things Are,Luke Combs,46,26,18
3/30/2024,42,Burn It Down,Parker McCollum,53,42,22
3/30/2024,43,Exes,Tate McRae,47,34,18
3/30/2024,44,La Diabla,Xavi,44,20,14
3/30/2024,45,23,Chayce Beckham,52,45,12
3/30/2024,46,Vampire,Olivia Rodrigo,48,1,35
3/30/2024,47,FE!N,Travis Scott Featuring Playboi Carti,50,5,21
3/30/2024,48,Wildflowers And Wild Horses,Lainey Wilson,56,48,8
3/30/2024,49,Eternal Sunshine,Ariana Grande,23,23,2
3/30/2024,50,Get In With Me,BossMan Dlow,63,49,7
3/30/2024,51,Everybody,Nicki Minaj Featuring Lil Uzi Vert,59,24,15
3/30/2024,52,Bye,Ariana Grande,25,25,2
3/30/2024,53,Soak City,310babii,62,53,14
3/30/2024,54,Prada Dem,Gunna Featuring Offset,-,54,1
3/30/2024,55,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,58,55,12
3/30/2024,56,Scared To Start,Michael Marcagi,67,56,5
3/30/2024,57,Surround Sound,JID Featuring 21 Savage & Baby Tate,61,40,19
3/30/2024,58,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",64,51,13
3/30/2024,59,Austin,Dasha,74,59,2
3/30/2024,60,Bandit,Don Toliver,78,38,7
3/30/2024,61,Training Season,Dua Lipa,68,27,5
3/30/2024,62,Praise Jah In The Moonlight,YG Marley,57,34,8
3/30/2024,63,I Can Feel It,Kane Brown,54,50,12
3/30/2024,64,Breathe,Yeat,65,42,5
3/30/2024,65,FRI(END)S,V,-,65,1
3/30/2024,66,True Story,Ariana Grande,30,30,2
3/30/2024,67,Where It Ends,Bailey Zimmerman,73,32,12
3/30/2024,68,Don't Wanna Break Up Again,Ariana Grande,28,28,2
3/30/2024,69,You Broke My Heart,Drake,66,11,18
3/30/2024,70,Mmhmm,BigXthaPlug,80,65,13
3/30/2024,71,FTCU,Nicki Minaj,71,15,15
3/30/2024,72,Imperfect For You,Ariana Grande,37,37,2
3/30/2024,73,Sensational,Chris Brown Featuring Davido & Lojay,72,71,7
3/30/2024,74,Tu Name,Fuerza Regida,75,66,5
3/30/2024,75,One Call,Rich Amiri,70,60,8
3/30/2024,76,Deeper Well,Kacey Musgraves,-,76,1
3/30/2024,77,La Victima,Xavi,76,46,14
3/30/2024,78,Spin You Around (1/24),Morgan Wallen,77,24,8
3/30/2024,79,Intro (End Of The World),Ariana Grande,38,38,2
3/30/2024,80,Home,Good Neighbours,83,77,7
3/30/2024,81,Tucson Too Late,Jordan Davis,92,81,3
3/30/2024,82,Harley Quinn,Fuerza Regida & Marshmello,81,40,20
3/30/2024,83,Back Then Right Now,Tyler Hubbard,96,83,2
3/30/2024,84,Perro Negro,Bad Bunny & Feid,82,20,20
3/30/2024,85,I Wish I Hated You,Ariana Grande,39,39,2
3/30/2024,86,Murder On The Dancefloor,Sophie Ellis-Bextor,69,51,12
3/30/2024,87,Coal,Dylan Gossett,90,73,11
3/30/2024,88,Let's Go,Key Glock & Young Dolph,89,88,4
3/30/2024,89,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",85,10,10
3/30/2024,90,Bellakeo,Peso Pluma & Anitta,86,53,14
3/30/2024,91,Like What (Freestyle),Cardi B,84,38,3
3/30/2024,92,Outskirts,Sam Hunt,98,92,2
3/30/2024,93,Mr Pot Scraper,BossMan Dlow,-,93,1
3/30/2024,94,Holy Smokes,Bailey Zimmerman,87,54,4
3/30/2024,95,Baby Please,Ivan Cornejo,-,95,1
3/30/2024,96,We Ride,Bryan Martin,-,96,1
3/30/2024,97,Tourniquet,Zach Bryan,97,20,12
3/30/2024,98,Gata Only,FloyyMenor X Cris Mj,-,98,1
3/30/2024,99,Igual Que Un Angel,Kali Uchis & Peso Pluma,94,22,10
3/30/2024,100,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,-,67,11
4/6/2024,1,Like That,"Future, Metro Boomin & Kendrick Lamar",-,1,1
4/6/2024,2,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",-,2,1
4/6/2024,3,Beautiful Things,Benson Boone,2,2,10
4/6/2024,4,Lose Control,Teddy Swims,1,1,33
4/6/2024,5,Too Sweet,Hozier,-,5,1
4/6/2024,6,Cinderella,"Future, Metro Boomin & Travis Scott",-,6,1
4/6/2024,7,Lovin On Me,Jack Harlow,4,1,20
4/6/2024,8,We Don't Trust You,Future & Metro Boomin,-,8,1
4/6/2024,9,Young Metro,"Future, Metro Boomin & The Weeknd",-,9,1
4/6/2024,10,We Can't Be Friends (Wait For Your Love),Ariana Grande,3,1,3
4/6/2024,11,Texas Hold 'Em,Beyonce,6,1,7
4/6/2024,12,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,5,1,7
4/6/2024,13,Ice Attack,Future & Metro Boomin,-,13,1
4/6/2024,14,Obsessed,Olivia Rodrigo,-,14,1
4/6/2024,15,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,7,1,31
4/6/2024,16,Cruel Summer,Taylor Swift,10,1,47
4/6/2024,17,Greedy,Tate McRae,8,3,28
4/6/2024,18,Stick Season,Noah Kahan,12,10,26
4/6/2024,19,Water,Tyla,20,7,26
4/6/2024,20,Slimed In,Future & Metro Boomin,-,20,1
4/6/2024,21,End Of Beginning,Djo,11,11,6
4/6/2024,22,Agora Hills,Doja Cat,13,7,27
4/6/2024,23,Snooze,SZA,14,2,67
4/6/2024,24,Claustrophobic,Future & Metro Boomin,-,24,1
4/6/2024,25,Fast Car,Luke Combs,18,2,53
4/6/2024,26,Saturn,SZA,17,6,5
4/6/2024,27,Magic Don Juan (Princess Diana),Future & Metro Boomin,-,27,1
4/6/2024,28,Get It Sexyy,Sexyy Red,23,23,2
4/6/2024,29,Never Lose Me,Flo Milli,15,15,15
4/6/2024,30,Redrum,21 Savage,22,5,11
4/6/2024,31,Act II: Date @ 8,4batz Featuring Drake,19,7,12
4/6/2024,32,Whatever She Wants,Bryson Tiller,24,19,6
4/6/2024,33,Fried (She A Vibe),Future & Metro Boomin,-,33,1
4/6/2024,34,Made For Me,Muni Long,25,20,11
4/6/2024,35,Feather,Sabrina Carpenter,26,26,17
4/6/2024,36,Runnin Outta Time,Future & Metro Boomin,-,36,1
4/6/2024,37,Man Made A Bar,Morgan Wallen Featuring Eric Church,28,15,27
4/6/2024,38,Everyday Hustle,"Future, Metro Boomin & Rick Ross",-,38,1
4/6/2024,39,Truck Bed,HARDY,27,27,41
4/6/2024,40,GTA,Future & Metro Boomin,-,40,1
4/6/2024,41,Ain't No Love,Future & Metro Boomin,-,41,1
4/6/2024,42,Houdini,Dua Lipa,29,11,20
4/6/2024,43,Paint The Town Red,Doja Cat,32,1,34
4/6/2024,44,Enough (Miami),Cardi B,9,9,2
4/6/2024,45,Slow It Down,Benson Boone,-,45,1
4/6/2024,46,Selfish,Justin Timberlake,30,19,9
4/6/2024,47,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,31,1,22
4/6/2024,48,23,Chayce Beckham,45,45,13
4/6/2024,49,Yeah Glo!,GloRilla,35,35,7
4/6/2024,50,Where The Wild Things Are,Luke Combs,41,26,19
4/6/2024,51,Burn It Down,Parker McCollum,42,42,23
4/6/2024,52,WTFYM,Future & Metro Boomin,-,52,1
4/6/2024,53,Austin,Dasha,59,53,3
4/6/2024,54,Seen It All,Future & Metro Boomin,-,54,1
4/6/2024,55,Wild Ones,Jessie Murph & Jelly Roll,37,35,25
4/6/2024,56,La Diabla,Xavi,44,20,15
4/6/2024,57,Exes,Tate McRae,43,34,19
4/6/2024,58,So American,Olivia Rodrigo,-,58,1
4/6/2024,59,Wildflowers And Wild Horses,Lainey Wilson,48,48,9
4/6/2024,60,The Boy Is Mine,Ariana Grande,34,16,3
4/6/2024,61,"Yes, And?",Ariana Grande,36,1,11
4/6/2024,62,Where My Twin @,Future & Metro Boomin,-,62,1
4/6/2024,63,Get In With Me,BossMan Dlow,50,49,8
4/6/2024,64,Soak City,310babii,53,53,15
4/6/2024,65,Scared To Start,Michael Marcagi,56,56,6
4/6/2024,66,Everybody,Nicki Minaj Featuring Lil Uzi Vert,51,24,16
4/6/2024,67,Praise Jah In The Moonlight,YG Marley,62,34,9
4/6/2024,68,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,55,55,13
4/6/2024,69,La People II,"Peso Pluma, Tito Double P & Joel de La P",-,69,1
4/6/2024,70,I Like The Way You Kiss Me,Artemas,-,70,1
4/6/2024,71,Training Season,Dua Lipa,61,27,6
4/6/2024,72,Punteria,Shakira & Cardi B,-,72,1
4/6/2024,73,Corazon de Piedra,Xavi,-,73,1
4/6/2024,74,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",58,51,14
4/6/2024,75,Stranger,Olivia Rodrigo,-,75,1
4/6/2024,76,Mmhmm,BigXthaPlug,70,65,14
4/6/2024,77,Bandit,Don Toliver,60,38,8
4/6/2024,78,Surround Sound,JID Featuring 21 Savage & Baby Tate,57,40,20
4/6/2024,79,Where It Ends,Bailey Zimmerman,67,32,13
4/6/2024,80,Supernatural,Ariana Grande,40,17,3
4/6/2024,81,Tu Name,Fuerza Regida,74,66,6
4/6/2024,82,FTCU,Nicki Minaj,71,15,16
4/6/2024,83,Gata Only,FloyyMenor X Cris Mj,98,83,2
4/6/2024,84,I Can Feel It,Kane Brown,63,50,13
4/6/2024,85,Breathe,Yeat,64,42,6
4/6/2024,86,Bye,Ariana Grande,52,25,3
4/6/2024,87,Eternal Sunshine,Ariana Grande,49,23,3
4/6/2024,88,Wildflower And Barley,Hozier & Allison Russell,-,88,1
4/6/2024,89,Sensational,Chris Brown Featuring Davido & Lojay,73,71,8
4/6/2024,90,Scared Of My Guitar,Olivia Rodrigo,-,90,1
4/6/2024,91,Spin You Around (1/24),Morgan Wallen,78,24,9
4/6/2024,92,One Call,Rich Amiri,75,60,9
4/6/2024,93,Best For Me,Joyner Lucas & Jelly Roll,-,93,1
4/6/2024,94,You Broke My Heart,Drake,69,11,19
4/6/2024,95,Home,Good Neighbours,80,77,8
4/6/2024,96,La Victima,Xavi,77,46,15
4/6/2024,97,Tucson Too Late,Jordan Davis,81,81,4
4/6/2024,98,Empire Now,Hozier,-,98,1
4/6/2024,99,Girl I've Always Been,Olivia Rodrigo,-,99,1
4/6/2024,100,Outskirts,Sam Hunt,92,92,3
4/13/2024,1,Like That,"Future, Metro Boomin & Kendrick Lamar",1,1,2
4/13/2024,2,Texas Hold 'Em,Beyonce,11,1,8
4/13/2024,3,Beautiful Things,Benson Boone,3,2,11
4/13/2024,4,Too Sweet,Hozier,5,4,2
4/13/2024,5,Lose Control,Teddy Swims,4,1,34
4/13/2024,6,II Most Wanted,Beyonce & Miley Cyrus,-,6,1
4/13/2024,7,Jolene,Beyonce,-,7,1
4/13/2024,8,Lovin On Me,Jack Harlow,7,1,21
