date,rank,track,artist,radio_last_week,radio_peak,radio_woc
6/22/2024,31,Enough (Miami),Cardi B,24,24,9
6/22/2024,32,Young Love & Saturday Nights,Chris Young,35,32,8
6/22/2024,33,Back Then Right Now,Tyler Hubbard,34,14,17
6/22/2024,34,Dirt Cheap,Cody Johnson,38,34,7
6/22/2024,35,Get It Sexyy,Sexyy Red,37,33,8
6/22/2024,36,Whatever She Wants,Bryson Tiller,39,36,6
6/22/2024,37,Stick Season,Noah Kahan,27,9,18
6/22/2024,38,Tucson Too Late,Jordan Davis,30,13,18
6/22/2024,39,Ain't No Love In Oklahoma,Luke Combs,43,39,3
6/22/2024,40,She's Somebody's Daughter (Reimagined),Drew Baldridge,42,40,5
6/22/2024,41,Love You Again,Chase Matthew,41,41,8
6/22/2024,42,Chevrolet,Dustin Lynch Featuring Jelly Roll,44,42,5
6/22/2024,43,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,40,36,13
6/22/2024,44,Austin,Dasha,47,44,3
6/22/2024,45,I'm Not Pretty,Megan Moroney,45,45,6
6/22/2024,46,Sensational,Chris Brown Featuring Davido & Lojay,48,20,22
6/22/2024,47,Hang Tight Honey,Lainey Wilson,-,47,1
6/22/2024,48,Obsessed,Olivia Rodrigo,36,21,12
6/22/2024,49,After Hours,Kehlani,50,49,2
6/22/2024,50,Miles On It,Marshmello & Kane Brown,-,50,1
6/29/2024,1,Too Sweet,Hozier,1,1,10
6/29/2024,2,I Had Some Help,Post Malone Featuring Morgan Wallen,3,2,7
6/29/2024,3,Lose Control,Teddy Swims,2,1,28
6/29/2024,4,Beautiful Things,Benson Boone,4,2,18
6/29/2024,5,Saturn,SZA,5,3,14
6/29/2024,6,Espresso,Sabrina Carpenter,6,6,8
6/29/2024,7,Million Dollar Baby,Tommy Richman,7,7,5
6/29/2024,8,A Bar Song (Tipsy),Shaboozey,12,8,5
6/29/2024,9,Fortnight,Taylor Swift Featuring Post Malone,8,7,9
6/29/2024,10,We Can't Be Friends (Wait For Your Love),Ariana Grande,9,4,13
6/29/2024,11,Feather,Sabrina Carpenter,10,5,24
6/29/2024,12,Not Like Us,Kendrick Lamar,13,12,6
6/29/2024,13,Agora Hills,Doja Cat,11,2,32
6/29/2024,14,Lovin On Me,Jack Harlow,14,1,31
6/29/2024,15,Like That,"Future, Metro Boomin & Kendrick Lamar",17,13,11
6/29/2024,16,Your Place,Ashley Cooke,20,16,14
6/29/2024,17,Cowgirls,Morgan Wallen Featuring ERNEST,22,17,6
6/29/2024,18,Where It Ends,Bailey Zimmerman,16,11,15
6/29/2024,19,Illusion,Dua Lipa,21,19,8
6/29/2024,20,Take Her Home,Kenny Chesney,15,15,16
6/29/2024,21,End Of Beginning,Djo,26,21,10
6/29/2024,22,Halfway To Hell,Jelly Roll,18,12,14
6/29/2024,23,We Ride,Bryan Martin,24,23,12
6/29/2024,24,Greedy,Tate McRae,19,3,37
6/29/2024,25,Outskirts,Sam Hunt,25,10,17
6/29/2024,26,Bulletproof,Nate Smith,29,26,9
6/29/2024,27,Let Your Boys Be Country,Jason Aldean,30,27,13
6/29/2024,28,Lunch,Billie Eilish,28,26,5
6/29/2024,29,Young Love & Saturday Nights,Chris Young,32,29,9
6/29/2024,30,Yeah Glo!,GloRilla,27,24,10
6/29/2024,31,Dirt Cheap,Cody Johnson,34,31,8
6/29/2024,32,Whatever She Wants,Bryson Tiller,36,32,7
6/29/2024,33,Get It Sexyy,Sexyy Red,35,33,9
6/29/2024,34,Back Then Right Now,Tyler Hubbard,33,14,18
6/29/2024,35,She's Somebody's Daughter (Reimagined),Drew Baldridge,40,35,6
6/29/2024,36,Enough (Miami),Cardi B,31,24,10
6/29/2024,37,Houdini,Eminem,-,37,1
6/29/2024,38,Ain't No Love In Oklahoma,Luke Combs,39,38,4
6/29/2024,39,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,43,36,14
6/29/2024,40,Austin,Dasha,44,40,4
6/29/2024,41,Chevrolet,Dustin Lynch Featuring Jelly Roll,42,41,6
6/29/2024,42,Love You Again,Chase Matthew,41,41,9
6/29/2024,43,Tucson Too Late,Jordan Davis,38,13,19
6/29/2024,44,Stick Season,Noah Kahan,37,9,19
6/29/2024,45,After Hours,Kehlani,49,45,3
6/29/2024,46,Miles On It,Marshmello & Kane Brown,50,46,2
6/29/2024,47,I'm Not Pretty,Megan Moroney,45,45,7
6/29/2024,48,Hang Tight Honey,Lainey Wilson,47,47,2
6/29/2024,49,"Good Luck, Babe!",Chappell Roan,-,49,1
6/29/2024,50,Slow It Down,Benson Boone,-,50,1
7/6/2024,1,I Had Some Help,Post Malone Featuring Morgan Wallen,2,1,8
7/6/2024,2,Too Sweet,Hozier,1,1,11
7/6/2024,3,Lose Control,Teddy Swims,3,1,29
7/6/2024,4,Million Dollar Baby,Tommy Richman,7,4,6
7/6/2024,5,Espresso,Sabrina Carpenter,6,5,9
7/6/2024,6,Beautiful Things,Benson Boone,4,2,19
7/6/2024,7,A Bar Song (Tipsy),Shaboozey,8,7,6
7/6/2024,8,Saturn,SZA,5,3,15
7/6/2024,9,Fortnight,Taylor Swift Featuring Post Malone,9,7,10
7/6/2024,10,We Can't Be Friends (Wait For Your Love),Ariana Grande,10,4,14
7/6/2024,11,Feather,Sabrina Carpenter,11,5,25
7/6/2024,12,Not Like Us,Kendrick Lamar,12,12,7
7/6/2024,13,Cowgirls,Morgan Wallen Featuring ERNEST,17,13,7
7/6/2024,14,Lovin On Me,Jack Harlow,14,1,32
7/6/2024,15,Like That,"Future, Metro Boomin & Kendrick Lamar",15,13,12
7/6/2024,16,Where It Ends,Bailey Zimmerman,18,11,16
7/6/2024,17,Illusion,Dua Lipa,19,17,9
7/6/2024,18,We Ride,Bryan Martin,23,18,13
7/6/2024,19,Bulletproof,Nate Smith,26,19,10
7/6/2024,20,Let Your Boys Be Country,Jason Aldean,27,20,14
7/6/2024,21,End Of Beginning,Djo,21,21,11
7/6/2024,22,Your Place,Ashley Cooke,16,16,15
7/6/2024,23,Outskirts,Sam Hunt,25,10,18
7/6/2024,24,Greedy,Tate McRae,24,3,38
7/6/2024,25,Young Love & Saturday Nights,Chris Young,29,25,10
7/6/2024,26,Lunch,Billie Eilish,28,26,6
7/6/2024,27,Dirt Cheap,Cody Johnson,31,27,9
7/6/2024,28,Yeah Glo!,GloRilla,30,24,11
7/6/2024,29,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,39,29,15
7/6/2024,30,Houdini,Eminem,37,30,2
7/6/2024,31,Whatever She Wants,Bryson Tiller,32,31,8
7/6/2024,32,Halfway To Hell,Jelly Roll,22,12,15
7/6/2024,33,She's Somebody's Daughter (Reimagined),Drew Baldridge,35,33,7
7/6/2024,34,Austin,Dasha,40,34,5
7/6/2024,35,Get It Sexyy,Sexyy Red,33,33,10
7/6/2024,36,Ain't No Love In Oklahoma,Luke Combs,38,36,5
7/6/2024,37,Back Then Right Now,Tyler Hubbard,34,14,19
7/6/2024,38,Chevrolet,Dustin Lynch Featuring Jelly Roll,41,38,7
7/6/2024,39,Take Her Home,Kenny Chesney,20,15,17
7/6/2024,40,Love You Again,Chase Matthew,42,40,10
7/6/2024,41,After Hours,Kehlani,45,41,4
7/6/2024,42,Miles On It,Marshmello & Kane Brown,46,42,3
7/6/2024,43,"Good Luck, Babe!",Chappell Roan,49,43,2
7/6/2024,44,Wanna Be,GloRilla & Megan Thee Stallion,-,44,1
7/6/2024,45,Enough (Miami),Cardi B,36,24,11
7/6/2024,46,Fisherrr,Cash Cobain & Bay Swag,-,46,1
7/6/2024,47,I'm Not Pretty,Megan Moroney,47,45,8
7/6/2024,48,Tucson Too Late,Jordan Davis,43,13,20
7/6/2024,49,Stick Season,Noah Kahan,44,9,20
7/6/2024,50,Hang Tight Honey,Lainey Wilson,48,47,3
7/13/2024,1,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,9
7/13/2024,2,Too Sweet,Hozier,2,1,12
7/13/2024,3,Million Dollar Baby,Tommy Richman,4,3,7
7/13/2024,4,A Bar Song (Tipsy),Shaboozey,7,4,7
7/13/2024,5,Espresso,Sabrina Carpenter,5,5,10
7/13/2024,6,Lose Control,Teddy Swims,3,1,30
7/13/2024,7,Beautiful Things,Benson Boone,6,2,20
7/13/2024,8,Saturn,SZA,8,3,16
7/13/2024,9,Fortnight,Taylor Swift Featuring Post Malone,9,7,11
7/13/2024,10,Not Like Us,Kendrick Lamar,12,10,8
7/13/2024,11,Feather,Sabrina Carpenter,11,5,26
7/13/2024,12,We Can't Be Friends (Wait For Your Love),Ariana Grande,10,4,15
7/13/2024,13,Cowgirls,Morgan Wallen Featuring ERNEST,13,13,8
7/13/2024,14,Lovin On Me,Jack Harlow,14,1,33
7/13/2024,15,Like That,"Future, Metro Boomin & Kendrick Lamar",15,13,13
7/13/2024,16,Let Your Boys Be Country,Jason Aldean,20,16,15
7/13/2024,17,Where It Ends,Bailey Zimmerman,16,11,17
7/13/2024,18,Illusion,Dua Lipa,17,17,10
7/13/2024,19,We Ride,Bryan Martin,18,18,14
7/13/2024,20,Bulletproof,Nate Smith,19,19,11
7/13/2024,21,Lunch,Billie Eilish,26,21,7
7/13/2024,22,End Of Beginning,Djo,21,21,12
7/13/2024,23,Houdini,Eminem,30,23,3
7/13/2024,24,Young Love & Saturday Nights,Chris Young,25,24,11
7/13/2024,25,Dirt Cheap,Cody Johnson,27,25,10
7/13/2024,26,She's Somebody's Daughter (Reimagined),Drew Baldridge,33,26,8
7/13/2024,27,Outskirts,Sam Hunt,23,10,19
7/13/2024,28,Greedy,Tate McRae,24,3,39
7/13/2024,29,Yeah Glo!,GloRilla,28,24,12
7/13/2024,30,Austin,Dasha,34,30,6
7/13/2024,31,Whatever She Wants,Bryson Tiller,31,31,9
7/13/2024,32,Ain't No Love In Oklahoma,Luke Combs,36,32,6
7/13/2024,33,Chevrolet,Dustin Lynch Featuring Jelly Roll,38,33,8
7/13/2024,34,"Good Luck, Babe!",Chappell Roan,43,34,3
7/13/2024,35,Back Then Right Now,Tyler Hubbard,37,14,20
7/13/2024,36,Please Please Please,Sabrina Carpenter,-,36,1
7/13/2024,37,Get It Sexyy,Sexyy Red,35,33,11
7/13/2024,38,Halfway To Hell,Jelly Roll,32,12,16
7/13/2024,39,Love You Again,Chase Matthew,40,39,11
7/13/2024,40,Wanna Be,GloRilla & Megan Thee Stallion,44,40,2
7/13/2024,41,After Hours,Kehlani,41,41,5
7/13/2024,42,Fisherrr,Cash Cobain & Bay Swag,46,42,2
7/13/2024,43,Miles On It,Marshmello & Kane Brown,42,42,4
7/13/2024,44,I'm Not Pretty,Megan Moroney,47,44,9
7/13/2024,45,Hang Tight Honey,Lainey Wilson,50,45,4
7/13/2024,46,Take Her Home,Kenny Chesney,39,15,18
7/13/2024,47,Slow It Down,Benson Boone,-,47,2
7/13/2024,48,Birds Of A Feather,Billie Eilish,-,48,1
7/13/2024,49,Stick Season,Noah Kahan,49,9,21
7/13/2024,50,This Is My Dirt,Justin Moore,-,50,1
7/20/2024,1,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,10
7/20/2024,2,A Bar Song (Tipsy),Shaboozey,4,2,8
7/20/2024,3,Too Sweet,Hozier,2,1,13
7/20/2024,4,Million Dollar Baby,Tommy Richman,3,3,8
7/20/2024,5,Espresso,Sabrina Carpenter,5,5,11
7/20/2024,6,Lose Control,Teddy Swims,6,1,31
7/20/2024,7,Beautiful Things,Benson Boone,7,2,21
7/20/2024,8,Saturn,SZA,8,3,17
7/20/2024,9,Not Like Us,Kendrick Lamar,10,9,9
7/20/2024,10,Fortnight,Taylor Swift Featuring Post Malone,9,7,12
7/20/2024,11,Cowgirls,Morgan Wallen Featuring ERNEST,13,11,9
7/20/2024,12,Feather,Sabrina Carpenter,11,5,27
7/20/2024,13,We Can't Be Friends (Wait For Your Love),Ariana Grande,12,4,16
7/20/2024,14,We Ride,Bryan Martin,19,14,15
7/20/2024,15,Illusion,Dua Lipa,18,15,11
7/20/2024,16,Lovin On Me,Jack Harlow,14,1,34
7/20/2024,17,Like That,"Future, Metro Boomin & Kendrick Lamar",15,13,14
7/20/2024,18,Houdini,Eminem,23,18,4
7/20/2024,19,Bulletproof,Nate Smith,20,19,12
7/20/2024,20,Dirt Cheap,Cody Johnson,25,20,11
7/20/2024,21,Lunch,Billie Eilish,21,21,8
7/20/2024,22,She's Somebody's Daughter (Reimagined),Drew Baldridge,26,22,9
7/20/2024,23,Young Love & Saturday Nights,Chris Young,24,23,12
7/20/2024,24,Outskirts,Sam Hunt,27,10,20
7/20/2024,25,Austin,Dasha,30,25,7
7/20/2024,26,Ain't No Love In Oklahoma,Luke Combs,32,26,7
7/20/2024,27,Please Please Please,Sabrina Carpenter,36,27,2
7/20/2024,28,Chevrolet,Dustin Lynch Featuring Jelly Roll,33,28,9
7/20/2024,29,Let Your Boys Be Country,Jason Aldean,16,16,16
7/20/2024,30,End Of Beginning,Djo,22,21,13
7/20/2024,31,Yeah Glo!,GloRilla,29,24,13
7/20/2024,32,"Good Luck, Babe!",Chappell Roan,34,32,4
7/20/2024,33,Wanna Be,GloRilla & Megan Thee Stallion,40,33,3
7/20/2024,34,Love You Again,Chase Matthew,39,34,12
7/20/2024,35,Miles On It,Marshmello & Kane Brown,43,35,5
7/20/2024,36,Back Then Right Now,Tyler Hubbard,35,14,21
7/20/2024,37,Birds Of A Feather,Billie Eilish,48,37,2
7/20/2024,38,Fisherrr,Cash Cobain & Bay Swag,42,38,3
7/20/2024,39,Hang Tight Honey,Lainey Wilson,45,39,5
7/20/2024,40,After Hours,Kehlani,41,40,6
7/20/2024,41,Slow It Down,Benson Boone,47,41,3
7/20/2024,42,Get It Sexyy,Sexyy Red,37,33,12
7/20/2024,43,Halfway To Hell,Jelly Roll,38,12,17
7/20/2024,44,This Is My Dirt,Justin Moore,50,44,2
7/20/2024,45,One Bad Habit,Tim McGraw,-,45,1
7/20/2024,46,The Boy Is Mine,Ariana Grande,-,46,1
7/20/2024,47,"Love You, Miss You, Mean It",Luke Bryan,-,47,1
7/20/2024,48,I Am Not Okay,Jelly Roll,-,48,1
7/20/2024,49,feelslikeimfallinginlove,Coldplay,-,49,1
7/20/2024,50,Wake Up,Skylar Blatt & Chris Brown,-,50,1
7/27/2024,1,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,11
7/27/2024,2,A Bar Song (Tipsy),Shaboozey,2,2,9
7/27/2024,3,Too Sweet,Hozier,3,1,14
7/27/2024,4,Million Dollar Baby,Tommy Richman,4,3,9
7/27/2024,5,Espresso,Sabrina Carpenter,5,5,12
7/27/2024,6,Lose Control,Teddy Swims,6,1,32
7/27/2024,7,Beautiful Things,Benson Boone,7,2,22
7/27/2024,8,Saturn,SZA,8,3,18
7/27/2024,9,Not Like Us,Kendrick Lamar,9,9,10
7/27/2024,10,Cowgirls,Morgan Wallen Featuring ERNEST,11,10,10
7/27/2024,11,Feather,Sabrina Carpenter,12,5,28
7/27/2024,12,We Can't Be Friends (Wait For Your Love),Ariana Grande,13,4,17
7/27/2024,13,Illusion,Dua Lipa,15,13,12
7/27/2024,14,Fortnight,Taylor Swift Featuring Post Malone,10,7,13
7/27/2024,15,Like That,"Future, Metro Boomin & Kendrick Lamar",17,13,15
7/27/2024,16,Lovin On Me,Jack Harlow,16,1,35
7/27/2024,17,Houdini,Eminem,18,17,5
7/27/2024,18,Bulletproof,Nate Smith,19,18,13
7/27/2024,19,She's Somebody's Daughter (Reimagined),Drew Baldridge,22,19,10
7/27/2024,20,Dirt Cheap,Cody Johnson,20,20,12
7/27/2024,21,Please Please Please,Sabrina Carpenter,27,21,3
7/27/2024,22,Austin,Dasha,25,22,8
7/27/2024,23,Lunch,Billie Eilish,21,21,9
7/27/2024,24,Young Love & Saturday Nights,Chris Young,23,23,13
7/27/2024,25,"Good Luck, Babe!",Chappell Roan,32,25,5
7/27/2024,26,We Ride,Bryan Martin,14,14,16
7/27/2024,27,Ain't No Love In Oklahoma,Luke Combs,26,26,8
7/27/2024,28,Chevrolet,Dustin Lynch Featuring Jelly Roll,28,28,10
7/27/2024,29,Outskirts,Sam Hunt,24,10,21
7/27/2024,30,Wanna Be,GloRilla & Megan Thee Stallion,33,30,4
7/27/2024,31,Miles On It,Marshmello & Kane Brown,35,31,6
7/27/2024,32,Yeah Glo!,GloRilla,31,24,14
7/27/2024,33,Birds Of A Feather,Billie Eilish,37,33,3
7/27/2024,34,Love You Again,Chase Matthew,34,34,13
7/27/2024,35,Slow It Down,Benson Boone,41,35,4
7/27/2024,36,Hang Tight Honey,Lainey Wilson,39,36,6
7/27/2024,37,"Love You, Miss You, Mean It",Luke Bryan,47,37,2
7/27/2024,38,After Hours,Kehlani,40,38,7
7/27/2024,39,Back Then Right Now,Tyler Hubbard,36,14,22
7/27/2024,40,This Is My Dirt,Justin Moore,44,40,3
7/27/2024,41,Woman's World,Katy Perry,-,41,1
7/27/2024,42,One Bad Habit,Tim McGraw,45,42,2
7/27/2024,43,The Boy Is Mine,Ariana Grande,46,43,2
7/27/2024,44,I Am Not Okay,Jelly Roll,48,44,2
7/27/2024,45,Fisherrr,Cash Cobain & Bay Swag,38,38,4
7/27/2024,46,feelslikeimfallinginlove,Coldplay,49,46,2
7/27/2024,47,Wake Up,Skylar Blatt & Chris Brown,50,47,2
7/27/2024,48,The Door,Teddy Swims,-,48,1
7/27/2024,49,Get It Sexyy,Sexyy Red,42,33,13
7/27/2024,50,Make You Mine,Madison Beer,-,50,1
8/3/2024,1,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,12
8/3/2024,2,A Bar Song (Tipsy),Shaboozey,2,2,10
8/3/2024,3,Too Sweet,Hozier,3,1,15
8/3/2024,4,Million Dollar Baby,Tommy Richman,4,3,10
8/3/2024,5,Espresso,Sabrina Carpenter,5,5,13
8/3/2024,6,Lose Control,Teddy Swims,6,1,33
8/3/2024,7,Beautiful Things,Benson Boone,7,2,23
8/3/2024,8,Saturn,SZA,8,3,19
8/3/2024,9,Not Like Us,Kendrick Lamar,9,9,11
8/3/2024,10,Cowgirls,Morgan Wallen Featuring ERNEST,10,10,11
8/3/2024,11,Illusion,Dua Lipa,13,11,13
8/3/2024,12,Feather,Sabrina Carpenter,11,5,29
8/3/2024,13,We Can't Be Friends (Wait For Your Love),Ariana Grande,12,4,18
8/3/2024,14,Please Please Please,Sabrina Carpenter,21,14,4
8/3/2024,15,Houdini,Eminem,17,15,6
8/3/2024,16,Bulletproof,Nate Smith,18,16,14
8/3/2024,17,Like That,"Future, Metro Boomin & Kendrick Lamar",15,13,16
8/3/2024,18,She's Somebody's Daughter (Reimagined),Drew Baldridge,19,18,11
8/3/2024,19,Dirt Cheap,Cody Johnson,20,19,13
8/3/2024,20,Lovin On Me,Jack Harlow,16,1,36
8/3/2024,21,"Good Luck, Babe!",Chappell Roan,25,21,6
8/3/2024,22,Austin,Dasha,22,22,9
8/3/2024,23,Lunch,Billie Eilish,23,21,10
8/3/2024,24,Ain't No Love In Oklahoma,Luke Combs,27,24,9
8/3/2024,25,Birds Of A Feather,Billie Eilish,33,25,4
8/3/2024,26,Chevrolet,Dustin Lynch Featuring Jelly Roll,28,26,11
8/3/2024,27,Young Love & Saturday Nights,Chris Young,24,23,14
8/3/2024,28,Wanna Be,GloRilla & Megan Thee Stallion,30,28,5
8/3/2024,29,Miles On It,Marshmello & Kane Brown,31,29,7
8/3/2024,30,Outskirts,Sam Hunt,29,10,22
8/3/2024,31,Love You Again,Chase Matthew,34,31,14
8/3/2024,32,Yeah Glo!,GloRilla,32,24,15
8/3/2024,33,"Love You, Miss You, Mean It",Luke Bryan,37,33,3
8/3/2024,34,Slow It Down,Benson Boone,35,34,5
8/3/2024,35,Hang Tight Honey,Lainey Wilson,36,35,7
8/3/2024,36,This Is My Dirt,Justin Moore,40,36,4
8/3/2024,37,One Bad Habit,Tim McGraw,42,37,3
8/3/2024,38,Fortnight,Taylor Swift Featuring Post Malone,14,7,14
8/3/2024,39,The Boy Is Mine,Ariana Grande,43,39,3
8/3/2024,40,I Am Not Okay,Jelly Roll,44,40,3
8/3/2024,41,After Hours,Kehlani,38,38,8
8/3/2024,42,I Can Do It With A Broken Heart,Taylor Swift,-,42,1
8/3/2024,43,The Door,Teddy Swims,48,43,2
8/3/2024,44,feelslikeimfallinginlove,Coldplay,46,44,3
8/3/2024,45,BAND4BAND,Central Cee & Lil Baby,-,45,1
8/3/2024,46,We Ride,Bryan Martin,26,14,17
8/3/2024,47,Wake Up,Skylar Blatt & Chris Brown,47,47,3
8/3/2024,48,Make You Mine,Madison Beer,50,48,2
8/3/2024,49,Back Then Right Now,Tyler Hubbard,39,14,23
8/3/2024,50,One Of Wun,Gunna,-,50,1
8/10/2024,1,A Bar Song (Tipsy),Shaboozey,2,1,11
8/10/2024,2,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,13
8/10/2024,3,Million Dollar Baby,Tommy Richman,4,3,11
8/10/2024,4,Espresso,Sabrina Carpenter,5,4,14
8/10/2024,5,Too Sweet,Hozier,3,1,16
8/10/2024,6,Lose Control,Teddy Swims,6,1,34
8/10/2024,7,Not Like Us,Kendrick Lamar,9,7,12
8/10/2024,8,Beautiful Things,Benson Boone,7,2,24
8/10/2024,9,Saturn,SZA,8,3,20
8/10/2024,10,Cowgirls,Morgan Wallen Featuring ERNEST,10,10,12
8/10/2024,11,Please Please Please,Sabrina Carpenter,14,11,5
8/10/2024,12,Illusion,Dua Lipa,11,11,14
8/10/2024,13,Feather,Sabrina Carpenter,12,5,30
8/10/2024,14,"Good Luck, Babe!",Chappell Roan,21,14,7
8/10/2024,15,Houdini,Eminem,15,15,7
8/10/2024,16,Bulletproof,Nate Smith,16,16,15
8/10/2024,17,She's Somebody's Daughter (Reimagined),Drew Baldridge,18,17,12
8/10/2024,18,We Can't Be Friends (Wait For Your Love),Ariana Grande,13,4,19
8/10/2024,19,Austin,Dasha,22,19,10
8/10/2024,20,Birds Of A Feather,Billie Eilish,25,20,5
8/10/2024,21,Like That,"Future, Metro Boomin & Kendrick Lamar",17,13,17
8/10/2024,22,Dirt Cheap,Cody Johnson,19,19,14
8/10/2024,23,Chevrolet,Dustin Lynch Featuring Jelly Roll,26,23,12
8/10/2024,24,Lovin On Me,Jack Harlow,20,1,37
8/10/2024,25,Ain't No Love In Oklahoma,Luke Combs,24,24,10
8/10/2024,26,Wanna Be,GloRilla & Megan Thee Stallion,28,26,6
8/10/2024,27,Young Love & Saturday Nights,Chris Young,27,23,15
8/10/2024,28,Lunch,Billie Eilish,23,21,11
8/10/2024,29,Miles On It,Marshmello & Kane Brown,29,29,8
8/10/2024,30,Outskirts,Sam Hunt,30,10,23
8/10/2024,31,Love You Again,Chase Matthew,31,31,15
8/10/2024,32,"Love You, Miss You, Mean It",Luke Bryan,33,32,4
8/10/2024,33,Slow It Down,Benson Boone,34,33,6
8/10/2024,34,Yeah Glo!,GloRilla,32,24,16
8/10/2024,35,I Can Do It With A Broken Heart,Taylor Swift,42,35,2
8/10/2024,36,This Is My Dirt,Justin Moore,36,36,5
8/10/2024,37,The Boy Is Mine,Ariana Grande,39,37,4
8/10/2024,38,Hang Tight Honey,Lainey Wilson,35,35,8
8/10/2024,39,The Door,Teddy Swims,43,39,3
8/10/2024,40,I Am Not Okay,Jelly Roll,40,40,4
8/10/2024,41,BAND4BAND,Central Cee & Lil Baby,45,41,2
8/10/2024,42,One Bad Habit,Tim McGraw,37,37,4
8/10/2024,43,feelslikeimfallinginlove,Coldplay,44,43,4
8/10/2024,44,Make You Mine,Madison Beer,48,44,3
8/10/2024,45,Wake Up,Skylar Blatt & Chris Brown,47,45,4
8/10/2024,46,Pour Me A Drink,Post Malone Featuring Blake Shelton,-,46,1
8/10/2024,47,Back Then Right Now,Tyler Hubbard,49,14,24
8/10/2024,48,Nasty,Tinashe,-,48,1
8/10/2024,49,One Of Wun,Gunna,50,49,2
8/10/2024,50,Nani,Saweetie,-,50,1
8/17/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,12
8/17/2024,2,I Had Some Help,Post Malone Featuring Morgan Wallen,2,1,14
8/17/2024,3,Million Dollar Baby,Tommy Richman,3,3,12
8/17/2024,4,Espresso,Sabrina Carpenter,4,4,15
8/17/2024,5,Too Sweet,Hozier,5,1,17
8/17/2024,6,Lose Control,Teddy Swims,6,1,35
8/17/2024,7,Not Like Us,Kendrick Lamar,7,7,13
8/17/2024,8,Beautiful Things,Benson Boone,8,2,25
8/17/2024,9,Saturn,SZA,9,3,21
8/17/2024,10,Please Please Please,Sabrina Carpenter,11,10,6
8/17/2024,11,Birds Of A Feather,Billie Eilish,20,11,6
8/17/2024,12,"Good Luck, Babe!",Chappell Roan,14,12,8
8/17/2024,13,Houdini,Eminem,15,13,8
8/17/2024,14,Cowgirls,Morgan Wallen Featuring ERNEST,10,10,13
8/17/2024,15,Bulletproof,Nate Smith,16,15,16
8/17/2024,16,Feather,Sabrina Carpenter,13,5,31
8/17/2024,17,Austin,Dasha,19,17,11
8/17/2024,18,She's Somebody's Daughter (Reimagined),Drew Baldridge,17,17,13
8/17/2024,19,Dirt Cheap,Cody Johnson,22,19,15
8/17/2024,20,We Can't Be Friends (Wait For Your Love),Ariana Grande,18,4,20
8/17/2024,21,Illusion,Dua Lipa,12,11,15
8/17/2024,22,Chevrolet,Dustin Lynch Featuring Jelly Roll,23,22,13
8/17/2024,23,Ain't No Love In Oklahoma,Luke Combs,25,23,11
8/17/2024,24,Wanna Be,GloRilla & Megan Thee Stallion,26,24,7
8/17/2024,25,Like That,"Future, Metro Boomin & Kendrick Lamar",21,13,18
8/17/2024,26,Young Love & Saturday Nights,Chris Young,27,23,16
8/17/2024,27,Miles On It,Marshmello & Kane Brown,29,27,9
8/17/2024,28,I Can Do It With A Broken Heart,Taylor Swift,35,28,3
8/17/2024,29,Outskirts,Sam Hunt,30,10,24
8/17/2024,30,"Love You, Miss You, Mean It",Luke Bryan,32,30,5
8/17/2024,31,Love You Again,Chase Matthew,31,31,16
8/17/2024,32,Slow It Down,Benson Boone,33,32,7
8/17/2024,33,The Door,Teddy Swims,39,33,4
8/17/2024,34,This Is My Dirt,Justin Moore,36,34,6
8/17/2024,35,Lunch,Billie Eilish,28,21,12
8/17/2024,36,I Am Not Okay,Jelly Roll,40,36,5
8/17/2024,37,The Boy Is Mine,Ariana Grande,37,37,5
8/17/2024,38,BAND4BAND,Central Cee & Lil Baby,41,38,3
8/17/2024,39,Hang Tight Honey,Lainey Wilson,38,35,9
8/17/2024,40,Pour Me A Drink,Post Malone Featuring Blake Shelton,46,40,2
8/17/2024,41,One Bad Habit,Tim McGraw,42,37,5
8/17/2024,42,Make You Mine,Madison Beer,44,42,4
8/17/2024,43,U My Everything,Sexyy Red & Drake,-,43,1
8/17/2024,44,Nasty,Tinashe,48,44,2
8/17/2024,45,Nani,Saweetie,50,45,2
8/17/2024,46,Si Antes Te Hubiera Conocido,Karol G,-,46,1
8/17/2024,47,feelslikeimfallinginlove,Coldplay,43,43,5
8/17/2024,48,Wake Up,Skylar Blatt & Chris Brown,45,45,5
8/17/2024,49,One Of Wun,Gunna,49,49,3
8/17/2024,50,Okay,JT,-,50,1
8/24/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,13
8/24/2024,2,I Had Some Help,Post Malone Featuring Morgan Wallen,2,1,15
8/24/2024,3,Espresso,Sabrina Carpenter,4,3,16
8/24/2024,4,Million Dollar Baby,Tommy Richman,3,3,13
8/24/2024,5,Too Sweet,Hozier,5,1,18
8/24/2024,6,Lose Control,Teddy Swims,6,1,36
8/24/2024,7,Not Like Us,Kendrick Lamar,7,7,14
8/24/2024,8,Beautiful Things,Benson Boone,8,2,26
8/24/2024,9,Saturn,SZA,9,3,22
