date,rank,track,artist,radio_last_week,radio_peak,radio_woc
12/21/2024,9,Birds Of A Feather,Billie Eilish,8,4,24
12/21/2024,10,Lose Control,Teddy Swims,10,1,53
12/21/2024,11,Beautiful Things,Benson Boone,11,2,43
12/21/2024,12,High Road,Koe Wetzel & Jessie Murph,13,12,11
12/21/2024,13,Cowboy Songs,George Birge,15,13,12
12/21/2024,14,Dancing In The Flames,The Weeknd,12,12,13
12/21/2024,15,Love Somebody,Morgan Wallen,17,15,7
12/21/2024,16,Timeless,The Weeknd & Playboi Carti,16,16,9
12/21/2024,17,All I Want For Christmas Is You,Mariah Carey,21,11,63
12/21/2024,18,Not Like Us,Kendrick Lamar,18,7,31
12/21/2024,19,"Good Luck, Babe!",Chappell Roan,19,7,26
12/21/2024,20,APT.,ROSE & Bruno Mars,26,20,4
12/21/2024,21,Boys Back Home,Dylan Marlowe & Dylan Scott,23,21,8
12/21/2024,22,Residuals,Chris Brown,22,18,12
12/21/2024,23,Too Fast,Future,24,23,9
12/21/2024,24,Bed Chem,Sabrina Carpenter,30,24,5
12/21/2024,25,Feliz Navidad,Jose Feliciano,25,16,35
12/21/2024,26,It's Ok I'm Ok,Tate McRae,28,26,11
12/21/2024,27,Whatchu Kno About Me,GloRilla & Sexyy Red,35,27,5
12/21/2024,28,Wind Up Missin' You,Tucker Wetmore,32,28,9
12/21/2024,29,Rockin' Around The Christmas Tree,Brenda Lee,31,17,43
12/21/2024,30,Gonna Love You,Parmalee,20,13,17
12/21/2024,31,Jingle Bell Rock,Bobby Helms,29,23,37
12/21/2024,32,Bigger Houses,Dan + Shay,36,31,11
12/21/2024,33,A Holly Jolly Christmas,Burl Ives,34,21,37
12/21/2024,34,It's The Most Wonderful Time Of The Year,Andy Williams,33,27,31
12/21/2024,35,Last Christmas,Wham!,37,31,30
12/21/2024,36,Please Please Please,Sabrina Carpenter,27,7,24
12/21/2024,37,Is It The Way,Saweetie,38,37,7
12/21/2024,38,Brokey,Latto,39,37,4
12/21/2024,39,Guy For That,Post Malone Featuring Luke Combs,44,39,3
12/21/2024,40,The Christmas Song,"Nat ""King"" Cole",42,30,33
12/21/2024,41,Apple,Charli xcx,40,36,7
12/21/2024,42,Criminals,Meghan Trainor,41,41,7
12/21/2024,43,4x4xU,Lainey Wilson,47,43,2
12/21/2024,44,Liar,Jelly Roll,-,44,1
12/21/2024,45,That's So True,Gracie Abrams,-,45,1
12/21/2024,46,I Ain't Sayin',Jordan Davis,-,46,1
12/21/2024,47,Damn Good Day To Leave,Riley Green,49,47,3
12/21/2024,48,Shake Dat Ass (Twerk Song),BossMan Dlow,43,26,12
12/21/2024,49,Disease,Lady Gaga,48,41,6
12/21/2024,50,TV Off,Kendrick Lamar Featuring Lefty Gunplay,-,50,1
12/28/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,31
12/28/2024,2,Stargazing,Myles Smith,2,2,15
12/28/2024,3,Taste,Sabrina Carpenter,4,3,14
12/28/2024,4,Die With A Smile,Lady Gaga & Bruno Mars,5,3,18
12/28/2024,5,Espresso,Sabrina Carpenter,3,2,34
12/28/2024,6,I Am Not Okay,Jelly Roll,7,6,24
12/28/2024,7,Too Sweet,Hozier,6,1,36
12/28/2024,8,I Had Some Help,Post Malone Featuring Morgan Wallen,8,1,33
12/28/2024,9,Birds Of A Feather,Billie Eilish,9,4,25
12/28/2024,10,High Road,Koe Wetzel & Jessie Murph,12,10,12
12/28/2024,11,Lose Control,Teddy Swims,10,1,54
12/28/2024,12,Beautiful Things,Benson Boone,11,2,44
12/28/2024,13,Love Somebody,Morgan Wallen,15,13,8
12/28/2024,14,Timeless,The Weeknd & Playboi Carti,16,14,10
12/28/2024,15,Cowboy Songs,George Birge,13,13,13
12/28/2024,16,All I Want For Christmas Is You,Mariah Carey,17,11,64
12/28/2024,17,Bed Chem,Sabrina Carpenter,24,17,6
12/28/2024,18,APT.,ROSE & Bruno Mars,20,18,5
12/28/2024,19,Boys Back Home,Dylan Marlowe & Dylan Scott,21,19,9
12/28/2024,20,Dancing In The Flames,The Weeknd,14,12,14
12/28/2024,21,Feliz Navidad,Jose Feliciano,25,16,36
12/28/2024,22,Not Like Us,Kendrick Lamar,18,7,32
12/28/2024,23,It's Ok I'm Ok,Tate McRae,26,23,12
12/28/2024,24,Residuals,Chris Brown,22,18,13
12/28/2024,25,Whatchu Kno About Me,GloRilla & Sexyy Red,27,25,6
12/28/2024,26,Wind Up Missin' You,Tucker Wetmore,28,26,10
12/28/2024,27,"Good Luck, Babe!",Chappell Roan,19,7,27
12/28/2024,28,Too Fast,Future,23,23,10
12/28/2024,29,Last Christmas,Wham!,35,29,31
12/28/2024,30,Jingle Bell Rock,Bobby Helms,31,23,38
12/28/2024,31,Rockin' Around The Christmas Tree,Brenda Lee,29,17,44
12/28/2024,32,Bigger Houses,Dan + Shay,32,31,12
12/28/2024,33,It's The Most Wonderful Time Of The Year,Andy Williams,34,27,32
12/28/2024,34,A Holly Jolly Christmas,Burl Ives,33,21,38
12/28/2024,35,Guy For That,Post Malone Featuring Luke Combs,39,35,4
12/28/2024,36,Brokey,Latto,38,36,5
12/28/2024,37,That's So True,Gracie Abrams,45,37,2
12/28/2024,38,Liar,Jelly Roll,44,38,2
12/28/2024,39,I Ain't Sayin',Jordan Davis,46,39,2
12/28/2024,40,The Christmas Song,"Nat ""King"" Cole",40,30,34
12/28/2024,41,Is It The Way,Saweetie,37,37,8
12/28/2024,42,4x4xU,Lainey Wilson,43,42,3
12/28/2024,43,TV Off,Kendrick Lamar Featuring Lefty Gunplay,50,43,2
12/28/2024,44,Criminals,Meghan Trainor,42,41,8
12/28/2024,45,Akon's Beautiful Day,Akon,-,45,1
12/28/2024,46,Gonna Love You,Parmalee,30,13,18
12/28/2024,47,Apple,Charli xcx,41,36,8
12/28/2024,48,Damn Good Day To Leave,Riley Green,47,47,4
12/28/2024,49,Forever Young,"David Guetta, Alphaville & Ava Max",-,49,1
12/28/2024,50,Diet Pepsi,Addison Rae,-,50,1
