rank,artist,track,am_last_week,am_peak,am_woc,date
90,One Direction,Night Changes,-,90,1,10/14/2024
91,GloRilla,I AIN’T GOING,-,91,1,10/14/2024
92,Gunna,HIM ALL ALONG,-,39,1,10/14/2024
93,BigXthaPlug,Law & Order,-,93,1,10/14/2024
94,Gunna,HIM ALL ALONG,-,94,1,10/14/2024
95,Future,SKI,36,5,5,10/14/2024
96,Chappell Roan,HOT TO GO!,52,25,13,10/14/2024
97,Chappell Roan,Pink Pony Club,62,14,13,10/14/2024
98,Morgan Wallen,Thought You Should Know,57,16,77,10/14/2024
99,Future,March Madness,69,28,55,10/14/2024
100,Drake,Best I Ever Had,70,13,81,10/14/2024
1,Morgan Wallen,Love Somebody,19,1,2,10/21/2024
2,Rod Wave,25,1,1,3,10/21/2024
3,GloRilla,WHATCHU KNO ABOUT ME,3,2,3,10/21/2024
4,Billie Eilish,BIRDS OF A FEATHER,6,2,24,10/21/2024
5,Óscar Maydon & Fuerza Regida,Tu Boda,81,4,2,10/21/2024
6,Post Malone,I Had Some Help (feat. Morgan Wallen),11,2,25,10/21/2024
7,Billie Eilish,WILDFLOWER,15,5,22,10/21/2024
8,The Weeknd & Playboi Carti,Timeless,10,1,5,10/21/2024
9,Lady Gaga & Bruno Mars,Die With A Smile,14,1,11,10/21/2024
10,Shaboozey,A Bar Song (Tipsy),20,2,28,10/21/2024
11,Rod Wave,Last Lap,2,2,3,10/21/2024
12,Sabrina Carpenter,Espresso,18,3,28,10/21/2024
13,GloRilla,I LUV HER,16,13,3,10/21/2024
14,Rod Wave,Federal Nightmares,4,4,3,10/21/2024
15,Sabrina Carpenter,Taste,22,1,10,10/21/2024
16,GloRilla,TGIF,41,7,19,10/21/2024
17,Kendrick Lamar,Not Like Us,23,1,25,10/21/2024
18,Morgan Wallen,Lies Lies Lies,29,2,17,10/21/2024
19,GloRilla,Hollon,8,8,5,10/21/2024
20,BigXthaPlug,2AM,49,20,2,10/21/2024
21,Rod Wave,Angel With An Attitude,5,5,3,10/21/2024
22,Sabrina Carpenter,Please Please Please,26,1,21,10/21/2024
23,Rod Wave,Passport Junkie,34,10,7,10/21/2024
24,Lil Baby,Freestyle,39,6,119,10/21/2024
25,BigXthaPlug,Change Me,60,25,2,10/21/2024
26,BigXthaPlug,Leave Me Alone,32,26,2,10/21/2024
27,SZA,Snooze,40,3,99,10/21/2024
28,Tito Double P & Peso Pluma,DOS DÍAS,43,21,7,10/21/2024
29,Zach Bryan,28,44,4,17,10/21/2024
30,Teddy Swims,Lose Control,50,15,43,10/21/2024
31,Rod Wave,Never Mind,9,9,3,10/21/2024
32,Morgan Wallen,Cowgirls (feat. Ernest),42,12,43,10/21/2024
33,Rod Wave,Fall Fast in Love,21,21,5,10/21/2024
34,Future & Metro Boomin,Like That,48,1,32,10/21/2024
35,Rod Wave,Fuck Fame,7,7,3,10/21/2024
36,Future,LIL DEMON,38,1,6,10/21/2024
37,GloRilla,PROCEDURE,27,27,3,10/21/2024
38,Benson Boone,Beautiful Things,55,2,41,10/21/2024
39,Gunna,HIM ALL ALONG,92,39,2,10/21/2024
40,Drake,Knife Talk (feat. 21 Savage & Project Pat),59,2,97,10/21/2024
41,"Tyler, The Creator",Noid,-,9,1,10/21/2024
42,Chappell Roan,"Good Luck, Babe!",52,7,21,10/21/2024
43,Future,WAIT FOR U (feat. Drake & Tems),57,1,131,10/21/2024
44,Zach Bryan,Pink Skies,58,4,23,10/21/2024
45,Morgan Wallen,Last Night,62,1,91,10/21/2024
46,BigXthaPlug,Take Care,45,45,2,10/21/2024
47,BigXthaPlug,Mmhmm,74,47,6,10/21/2024
48,Gracie Abrams,"I Love You, I'm Sorry",51,18,6,10/21/2024
49,GloRilla,HOW I LOOK,31,31,3,10/21/2024
50,Drake,Wants and Needs (feat. Lil Baby),67,1,120,10/21/2024
51,Lil Baby,Sum 2 Prove,66,4,164,10/21/2024
52,Sabrina Carpenter,Bed Chem,54,9,10,10/21/2024
53,Future,LIKE ME (feat. 42 Dugg & Lil Baby),69,40,14,10/21/2024
54,ROSÉ,APT.,-,23,1,10/21/2024
55,Tito Double P,EL LOKERÓN,73,55,5,10/21/2024
56,Real Boston Richey,Help Me,63,10,16,10/21/2024
57,Rod Wave,IRan,35,35,3,10/21/2024
58,Future & Metro Boomin,Type Shit,68,2,32,10/21/2024
59,BigXthaPlug,The Largest,79,59,2,10/21/2024
60,Morgan Wallen,Chasin' You,77,20,138,10/21/2024
61,Rod Wave,Lost In Love,25,25,3,10/21/2024
62,Future,PLUTOSKI,53,3,6,10/21/2024
63,BigXthaPlug,Therapy Session,78,63,2,10/21/2024
64,Lil Baby,In A Minute,85,2,81,10/21/2024
65,Travis Scott,FE!N,71,2,31,10/21/2024
66,Rod Wave,The Best,17,17,3,10/21/2024
67,Future,Stick Talk,84,32,60,10/21/2024
68,Rod Wave,Apply Pressure,13,13,3,10/21/2024
69,SZA,Saturn,82,2,36,10/21/2024
70,Peso Pluma & Neton Vega,LA PATRULLA,70,30,14,10/21/2024
71,Future,March Madness,99,28,56,10/21/2024
72,Luke Combs,Ain't No Love In Oklahoma,80,12,18,10/21/2024
73,Morgan Wallen,Spin You Around (1/24),-,9,38,10/21/2024
74,Drake,Best I Ever Had,100,13,82,10/21/2024
75,Lil Baby,Low Down,-,6,110,10/21/2024
76,Rod Wave,Turtle Race,12,12,3,10/21/2024
77,Rod Wave,Even Love,24,24,3,10/21/2024
78,Rod Wave,Scared Love,36,36,3,10/21/2024
79,Gracie Abrams,That’s So True,-,1,1,10/21/2024
80,Summer Walker,Heart Of A Woman,-,15,1,10/21/2024
81,GloRilla,LET HER COOK,83,81,2,10/21/2024
82,BigXthaPlug,Lost The Love,75,75,2,10/21/2024
83,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),86,1,62,10/21/2024
84,Sabrina Carpenter,Juno,89,11,10,10/21/2024
85,Gigi Perez,Sailor Song,-,32,1,10/21/2024
86,Rod Wave,Karma,37,37,3,10/21/2024
87,NLE Choppa & 41,Or What,65,32,4,10/21/2024
88,Travis Scott,goosebumps,-,49,13,10/21/2024
89,Lady Gaga,Disease,-,89,1,10/21/2024
90,Rod Wave,D.A.R.E.,33,33,3,10/21/2024
91,Rod Wave,Mike,30,30,3,10/21/2024
92,Koe Wetzel,High Road,-,11,20,10/21/2024
93,Chappell Roan,HOT TO GO!,96,25,14,10/21/2024
94,Michael Jackson,Thriller,-,27,8,10/21/2024
95,GloRilla,STOP PLAYING,56,56,3,10/21/2024
96,GloRilla,STEP,61,61,3,10/21/2024
97,Rod Wave,Waited 2 Late,28,28,3,10/21/2024
98,Morgan Wallen,Thinkin’ Bout Me,-,2,86,10/21/2024
99,BigXthaPlug,Law & Order,93,93,2,10/21/2024
100,The Citizens of Halloween,This Is Halloween,-,48,6,10/21/2024
1,"Tyler, The Creator",Sticky,-,1,1,10/28/2024
2,"Tyler, The Creator",St. Chroma,-,2,1,10/28/2024
3,Morgan Wallen,Love Somebody,1,1,3,10/28/2024
4,"Tyler, The Creator","Darling, I",-,4,1,10/28/2024
5,"Tyler, The Creator",Rah Tah Tah,-,5,1,10/28/2024
6,GloRilla,WHATCHU KNO ABOUT ME,3,2,4,10/28/2024
7,Óscar Maydon & Fuerza Regida,Tu Boda,5,4,3,10/28/2024
8,Rod Wave,25,2,1,4,10/28/2024
9,"Tyler, The Creator",Noid,41,9,2,10/28/2024
10,Billie Eilish,BIRDS OF A FEATHER,4,2,25,10/28/2024
11,Post Malone,I Had Some Help (feat. Morgan Wallen),6,2,26,10/28/2024
12,"Tyler, The Creator",Thought I Was Dead,-,12,1,10/28/2024
13,"Tyler, The Creator",Hey Jane,-,13,1,10/28/2024
14,The Weeknd & Playboi Carti,Timeless,8,1,6,10/28/2024
15,Billie Eilish,WILDFLOWER,7,5,23,10/28/2024
16,Lady Gaga & Bruno Mars,Die With A Smile,9,1,12,10/28/2024
17,"Tyler, The Creator",Judge Judy,-,17,1,10/28/2024
18,Shaboozey,A Bar Song (Tipsy),10,2,29,10/28/2024
19,"Tyler, The Creator",Like Him,-,16,1,10/28/2024
20,"Tyler, The Creator",Take Your Mask Off,-,20,1,10/28/2024
21,Sabrina Carpenter,Espresso,12,3,29,10/28/2024
22,Kendrick Lamar,Not Like Us,17,1,26,10/28/2024
23,"Tyler, The Creator",I Killed You,-,23,1,10/28/2024
24,GloRilla,I LUV HER,13,13,4,10/28/2024
25,Sabrina Carpenter,Taste,15,1,11,10/28/2024
26,Summer Walker,Heart Of A Woman,80,15,2,10/28/2024
27,GloRilla,TGIF,16,7,20,10/28/2024
28,Morgan Wallen,Lies Lies Lies,18,2,18,10/28/2024
29,Sabrina Carpenter,Please Please Please,22,1,22,10/28/2024
30,Tito Double P & Peso Pluma,DOS DÍAS,28,21,8,10/28/2024
31,Lil Baby,Freestyle,24,6,120,10/28/2024
32,Gracie Abrams,That’s So True,79,1,2,10/28/2024
33,"Tyler, The Creator",Balloon,-,33,1,10/28/2024
34,"Tyler, The Creator",Tomorrow,-,34,1,10/28/2024
35,SZA,Snooze,27,3,100,10/28/2024
36,Rod Wave,Federal Nightmares,14,4,4,10/28/2024
37,GloRilla,Hollon,19,8,6,10/28/2024
38,Rod Wave,Last Lap,11,2,4,10/28/2024
39,BigXthaPlug,2AM,20,20,3,10/28/2024
40,Teddy Swims,Lose Control,30,15,44,10/28/2024
41,BigXthaPlug,Change Me,25,25,3,10/28/2024
42,Michael Jackson,Thriller,94,27,9,10/28/2024
43,Future & Metro Boomin,Like That,34,1,33,10/28/2024
44,Future,WAIT FOR U (feat. Drake & Tems),43,1,132,10/28/2024
45,Zach Bryan,28,29,4,18,10/28/2024
46,Rod Wave,Passport Junkie,23,10,8,10/28/2024
47,Future,LIKE ME (feat. 42 Dugg & Lil Baby),53,40,15,10/28/2024
48,"Tyler, The Creator",I Hope You Find Your Way Home,-,48,1,10/28/2024
49,Drake,Knife Talk (feat. 21 Savage & Project Pat),40,2,98,10/28/2024
50,Lil Uzi Vert,Light Year (Practice),-,50,1,10/28/2024
51,The Citizens of Halloween,This Is Halloween,100,48,7,10/28/2024
52,Bobby 'Boris' Pickett and The Crypt Kickers,Monster Mash,-,50,7,10/28/2024
53,Benson Boone,Beautiful Things,38,2,42,10/28/2024
54,ROSÉ,APT.,54,23,2,10/28/2024
55,Chappell Roan,"Good Luck, Babe!",42,7,22,10/28/2024
56,Morgan Wallen,Cowgirls (feat. Ernest),32,12,44,10/28/2024
57,Drake,Wants and Needs (feat. Lil Baby),50,1,121,10/28/2024
58,Lil Baby,Sum 2 Prove,51,4,165,10/28/2024
59,Ray Parker Jr.,Ghostbusters,-,46,6,10/28/2024
60,Rod Wave,Angel With An Attitude,21,5,4,10/28/2024
61,Megan Thee Stallion,Bigger In Texas,-,61,1,10/28/2024
62,Lil Uzi Vert,We Good,-,62,1,10/28/2024
63,Gracie Abrams,"I Love You, I'm Sorry",48,18,7,10/28/2024
64,Zach Bryan,Pink Skies,44,4,24,10/28/2024
65,Morgan Wallen,Last Night,45,1,92,10/28/2024
66,Lil Uzi Vert,Chill Bae,-,39,1,10/28/2024
67,Andrew Gold,"Spooky, Scary Skeletons (Undead Tombstone Remix)",-,67,6,10/28/2024
68,Lil Uzi Vert,Meteor Man,-,68,1,10/28/2024
69,Lil Uzi Vert,The Rush (feat. Big Time Rush),-,69,1,10/28/2024
70,Lil Uzi Vert,Not An Option,-,70,1,10/28/2024
71,Lil Uzi Vert,Paars In The Mars,-,71,1,10/28/2024
72,Lil Uzi Vert,Mr Chow,-,72,1,10/28/2024
73,Real Boston Richey,Help Me,56,10,17,10/28/2024
74,Sabrina Carpenter,Bed Chem,52,9,11,10/28/2024
75,Tito Double P,EL LOKERÓN,55,55,6,10/28/2024
76,Gigi Perez,Sailor Song,85,32,2,10/28/2024
77,Rod Wave,IRan,57,35,4,10/28/2024
78,Rockwell,Somebody's Watching Me,-,78,3,10/28/2024
79,Stevie Wonder,Superstition,-,79,2,10/28/2024
80,Rihanna,Disturbia,-,69,6,10/28/2024
81,GloRilla,PROCEDURE,37,27,4,10/28/2024
82,Lil Uzi Vert,Lyft Em Up,-,82,1,10/28/2024
83,Eurythmics,Sweet Dreams (Are Made of This),-,81,2,10/28/2024
84,Future,LIL DEMON,36,1,7,10/28/2024
85,Lil Uzi Vert,She Stank,-,85,1,10/28/2024
86,Rockwell,Somebody's Watching Me,-,61,5,10/28/2024
87,Lil Uzi Vert,Chips and Dip,-,87,1,10/28/2024
88,Creedence Clearwater Revival,Bad Moon Rising,-,88,3,10/28/2024
89,GloRilla,HOW I LOOK,49,31,4,10/28/2024
90,BigXthaPlug,Leave Me Alone,26,26,3,10/28/2024
91,BigXthaPlug,Mmhmm,47,47,7,10/28/2024
92,Future & Metro Boomin,Type Shit,58,2,33,10/28/2024
93,Travis Scott,FE!N,65,2,32,10/28/2024
94,Ed Ivory & Ken Page,Oogie Boogie's Song,-,89,3,10/28/2024
95,Lil Baby,In A Minute,64,2,82,10/28/2024
96,Rod Wave,Fall Fast in Love,33,21,6,10/28/2024
97,Future,Stick Talk,67,32,61,10/28/2024
98,GloRilla,LET HER COOK,81,81,3,10/28/2024
99,Morgan Wallen,Chasin' You,60,20,139,10/28/2024
100,Lovecraft,"Skeleton Sam (feat. Scary Ana Grande, Lil Punkin, Count Trackula & Skeleton Sam)",-,100,1,10/28/2024
1,"Tyler, The Creator",Sticky,1,1,2,11/4/2024
2,Morgan Wallen,Love Somebody,3,1,4,11/4/2024
3,Rod Wave,25,8,1,5,11/4/2024
4,Óscar Maydon & Fuerza Regida,Tu Boda,7,4,4,11/4/2024
5,Gracie Abrams,That’s So True,32,1,3,11/4/2024
6,GloRilla,WHATCHU KNO ABOUT ME,6,2,5,11/4/2024
7,Billie Eilish,BIRDS OF A FEATHER,10,2,26,11/4/2024
8,"Tyler, The Creator",St. Chroma,2,2,2,11/4/2024
9,The Weeknd & Playboi Carti,Timeless,14,1,7,11/4/2024
10,Billie Eilish,WILDFLOWER,15,5,24,11/4/2024
11,Lady Gaga & Bruno Mars,Die With A Smile,16,1,13,11/4/2024
12,Post Malone,I Had Some Help (feat. Morgan Wallen),11,2,27,11/4/2024
13,"Tyler, The Creator","Darling, I",4,4,2,11/4/2024
14,Shaboozey,A Bar Song (Tipsy),18,2,30,11/4/2024
15,Sabrina Carpenter,Espresso,21,3,30,11/4/2024
16,Kendrick Lamar,Not Like Us,22,1,27,11/4/2024
17,Sabrina Carpenter,Taste,25,1,12,11/4/2024
18,"Tyler, The Creator",Like Him,19,16,2,11/4/2024
19,Morgan Wallen,Lies Lies Lies,28,2,19,11/4/2024
20,"Tyler, The Creator",Rah Tah Tah,5,5,2,11/4/2024
21,Tito Double P & Peso Pluma,DOS DÍAS,30,21,9,11/4/2024
22,GloRilla,I LUV HER,24,13,5,11/4/2024
23,SZA,Snooze,35,3,101,11/4/2024
24,Sabrina Carpenter,Please Please Please,29,1,23,11/4/2024
25,Summer Walker,Heart Of A Woman,26,15,3,11/4/2024
26,Lil Baby,Freestyle,31,6,121,11/4/2024
27,Future & Metro Boomin,Like That,43,1,34,11/4/2024
28,Teddy Swims,Lose Control,40,15,45,11/4/2024
29,Future,WAIT FOR U (feat. Drake & Tems),44,1,133,11/4/2024
30,"Tyler, The Creator",Noid,9,9,3,11/4/2024
31,Chappell Roan,"Good Luck, Babe!",55,7,23,11/4/2024
32,GloRilla,TGIF,27,7,21,11/4/2024
33,Rod Wave,Last Lap,38,2,5,11/4/2024
34,Rod Wave,Federal Nightmares,36,4,5,11/4/2024
35,Gracie Abrams,"I Love You, I'm Sorry",63,18,8,11/4/2024
36,Zach Bryan,28,45,4,19,11/4/2024
37,Rod Wave,Passport Junkie,46,10,9,11/4/2024
38,BigXthaPlug,2AM,39,20,4,11/4/2024
39,Lil Uzi Vert,Chill Bae,66,39,2,11/4/2024
40,Benson Boone,Beautiful Things,53,2,43,11/4/2024
41,"Tyler, The Creator",Thought I Was Dead,12,12,2,11/4/2024
42,BigXthaPlug,Change Me,41,25,4,11/4/2024
43,Future,LIKE ME (feat. 42 Dugg & Lil Baby),47,40,16,11/4/2024
44,Gigi Perez,Sailor Song,76,32,3,11/4/2024
45,Drake,Knife Talk (feat. 21 Savage & Project Pat),49,2,99,11/4/2024
46,Real Boston Richey,Help Me,73,10,18,11/4/2024
47,ROSÉ,APT.,54,23,3,11/4/2024
48,Morgan Wallen,Last Night,65,1,93,11/4/2024
49,Drake,Wants and Needs (feat. Lil Baby),57,1,122,11/4/2024
50,Lil Baby,Sum 2 Prove,58,4,166,11/4/2024
51,GloRilla,Hollon,37,8,7,11/4/2024
52,Morgan Wallen,Cowgirls (feat. Ernest),56,12,45,11/4/2024
53,Lil Uzi Vert,Light Year (Practice),50,50,2,11/4/2024
54,Rod Wave,IRan,77,35,5,11/4/2024
55,Zach Bryan,Pink Skies,64,4,25,11/4/2024
56,Future & Metro Boomin,Type Shit,92,2,34,11/4/2024
57,Sabrina Carpenter,Bed Chem,74,9,12,11/4/2024
58,Rod Wave,Angel With An Attitude,60,5,5,11/4/2024
59,Tito Double P,EL LOKERÓN,75,55,7,11/4/2024
60,SZA,Saturn,-,2,37,11/4/2024
61,Lil Baby,In A Minute,95,2,83,11/4/2024
62,Future,LIL DEMON,84,1,8,11/4/2024
63,Future,Stick Talk,97,32,62,11/4/2024
64,"Tyler, The Creator",Judge Judy,17,17,2,11/4/2024
65,Future,March Madness,-,28,57,11/4/2024
66,Drake,Best I Ever Had,-,13,83,11/4/2024
67,Lil Baby,Low Down,-,6,111,11/4/2024
68,Morgan Wallen,Chasin' You,99,20,140,11/4/2024
69,Travis Scott,FE!N,93,2,33,11/4/2024
70,Travis Scott,goosebumps,-,49,14,11/4/2024
71,BigXthaPlug,Mmhmm,91,47,8,11/4/2024
72,Zach Bryan,This World's A Giant,-,61,1,11/4/2024
73,Hozier,Too Sweet,-,5,31,11/4/2024
74,"Tyler, The Creator",Take Your Mask Off,20,20,2,11/4/2024
75,Rod Wave,Fall Fast in Love,96,21,7,11/4/2024
76,Chappell Roan,Pink Pony Club,-,14,14,11/4/2024
77,PARTYNEXTDOOR,Dreamin,-,68,1,11/4/2024
78,"Tyler, The Creator",Hey Jane,13,13,2,11/4/2024
79,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),-,1,63,11/4/2024
80,Zach Bryan,High Road,-,15,1,11/4/2024
81,Ella Mai,Little Things,-,56,1,11/4/2024
82,Future,I'M DAT N***A,-,4,13,11/4/2024
83,Gunna,HIM ALL ALONG,-,39,3,11/4/2024
84,Luke Combs,Ain't No Love In Oklahoma,-,12,19,11/4/2024
85,Mariah Carey,All I Want For Christmas Is You,-,1,37,11/4/2024
86,"Tyler, The Creator",Balloon,33,33,2,11/4/2024
87,"Tyler, The Creator",I Killed You,23,23,2,11/4/2024
88,Sabrina Carpenter,Juno,-,11,11,11/4/2024
89,Morgan Wallen,Spin You Around (1/24),-,9,39,11/4/2024
90,Brandon Lake,Hard Fought Hallelujah,-,69,1,11/4/2024
91,Lil Uzi Vert,Chill Bae,-,91,1,11/4/2024
92,Peso Pluma & Neton Vega,LA PATRULLA,-,30,15,11/4/2024
93,"KAROL G, Feid & DFZM","+57 (feat. Ovy On the Drums, J Balvin, Maluma, Ryan Castro & Blessd)",-,77,1,11/4/2024
94,Lil Uzi Vert,We Good,62,62,2,11/4/2024
95,Lil Uzi Vert,Meteor Man,68,68,2,11/4/2024
96,Lil Uzi Vert,We Good,-,96,1,11/4/2024
97,Chappell Roan,HOT TO GO!,-,25,15,11/4/2024
98,Zach Bryan,Oklahoma Smokeshow,-,38,38,11/4/2024
99,GloRilla,LET HER COOK,98,81,4,11/4/2024
100,"Tyler, The Creator",Tomorrow,34,34,2,11/4/2024
1,Gracie Abrams,That’s So True,5,1,4,11/11/2024
2,"Tyler, The Creator",Sticky,1,1,3,11/11/2024
3,GloRilla,WHATCHU KNO ABOUT ME,6,2,6,11/11/2024
4,Morgan Wallen,Love Somebody,2,1,5,11/11/2024
5,Rod Wave,25,3,1,6,11/11/2024
6,Billie Eilish,BIRDS OF A FEATHER,7,2,27,11/11/2024
7,Billie Eilish,WILDFLOWER,10,5,25,11/11/2024
8,Óscar Maydon & Fuerza Regida,Tu Boda,4,4,5,11/11/2024
9,The Weeknd & Playboi Carti,Timeless,9,1,8,11/11/2024
10,Lady Gaga & Bruno Mars,Die With A Smile,11,1,14,11/11/2024
11,Post Malone,I Had Some Help (feat. Morgan Wallen),12,2,28,11/11/2024
12,Shaboozey,A Bar Song (Tipsy),14,2,31,11/11/2024
13,Kendrick Lamar,Not Like Us,16,1,28,11/11/2024
14,Sabrina Carpenter,Espresso,15,3,31,11/11/2024
15,Zach Bryan,High Road,80,15,2,11/11/2024
16,Summer Walker,Heart Of A Woman,25,15,4,11/11/2024
17,SZA,Snooze,23,3,102,11/11/2024
18,GloRilla,I LUV HER,22,13,6,11/11/2024
19,Sabrina Carpenter,Taste,17,1,13,11/11/2024
20,Morgan Wallen,Lies Lies Lies,19,2,20,11/11/2024
21,"Tyler, The Creator",St. Chroma,8,2,3,11/11/2024
22,Future & Metro Boomin,Like That,27,1,35,11/11/2024
23,Tito Double P & Peso Pluma,DOS DÍAS,21,21,10,11/11/2024
24,Lil Baby,Freestyle,26,6,122,11/11/2024
25,Sabrina Carpenter,Please Please Please,24,1,24,11/11/2024
26,Future,WAIT FOR U (feat. Drake & Tems),29,1,134,11/11/2024
27,Teddy Swims,Lose Control,28,15,46,11/11/2024
28,Sabrina Carpenter,Bed Chem,57,9,13,11/11/2024
29,Real Boston Richey,Help Me,46,10,19,11/11/2024
30,"Tyler, The Creator","Darling, I",13,4,3,11/11/2024
31,Morgan Wallen,Last Night,48,1,94,11/11/2024
32,Gigi Perez,Sailor Song,44,32,4,11/11/2024
33,Chappell Roan,"Good Luck, Babe!",31,7,24,11/11/2024
34,GloRilla,TGIF,32,7,22,11/11/2024
35,Benson Boone,Beautiful Things,40,2,44,11/11/2024
36,Gracie Abrams,"I Love You, I'm Sorry",35,18,9,11/11/2024
37,Rod Wave,Passport Junkie,37,10,10,11/11/2024
38,"Tyler, The Creator",Like Him,18,16,3,11/11/2024
39,Mariah Carey,All I Want For Christmas Is You,85,1,38,11/11/2024
40,Rod Wave,Federal Nightmares,34,4,6,11/11/2024
41,Drake,Knife Talk (feat. 21 Savage & Project Pat),45,2,100,11/11/2024
42,Zach Bryan,Pink Skies,55,4,26,11/11/2024
43,ROSÉ,APT.,47,23,4,11/11/2024
44,Zach Bryan,28,36,4,20,11/11/2024
45,Morgan Wallen,Cowgirls (feat. Ernest),52,12,46,11/11/2024
46,Lil Baby,Sum 2 Prove,50,4,167,11/11/2024
47,Future & Metro Boomin,Type Shit,56,2,35,11/11/2024
48,SZA,Saturn,60,2,38,11/11/2024
49,Drake,Wants and Needs (feat. Lil Baby),49,1,123,11/11/2024
50,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),79,1,64,11/11/2024
51,Rauw Alejandro,Qué Pasaría...,-,9,1,11/11/2024
52,Rod Wave,Last Lap,33,2,6,11/11/2024
53,Future,LIKE ME (feat. 42 Dugg & Lil Baby),43,40,17,11/11/2024
54,Lil Baby,In A Minute,61,2,84,11/11/2024
55,BigXthaPlug,Change Me,42,25,5,11/11/2024
56,Ella Mai,Little Things,81,56,2,11/11/2024
57,Drake,Best I Ever Had,66,13,84,11/11/2024
58,BigXthaPlug,2AM,38,20,5,11/11/2024
59,Future,March Madness,65,28,58,11/11/2024
60,Future,LIL DEMON,62,1,9,11/11/2024
61,Zach Bryan,This World's A Giant,72,61,2,11/11/2024
62,Rod Wave,IRan,54,35,6,11/11/2024
63,Morgan Wallen,Chasin' You,68,20,141,11/11/2024
64,Gunna,HIM ALL ALONG,83,39,4,11/11/2024
65,Lil Baby,Low Down,67,6,112,11/11/2024
66,Tito Double P,EL LOKERÓN,59,55,8,11/11/2024
67,GloRilla,Hollon,51,8,8,11/11/2024
68,PARTYNEXTDOOR,Dreamin,77,68,2,11/11/2024
69,Brandon Lake,Hard Fought Hallelujah,90,69,2,11/11/2024
70,"Tyler, The Creator",Rah Tah Tah,20,5,3,11/11/2024
71,Rod Wave,Angel With An Attitude,58,5,6,11/11/2024
72,Zach Bryan,Oklahoma Smokeshow,98,38,39,11/11/2024
73,Travis Scott,goosebumps,70,49,15,11/11/2024
74,Rauw Alejandro,Tú Con Él,-,32,1,11/11/2024
75,Lil Baby,Insecurities,-,18,1,11/11/2024
76,Rauw Alejandro,Se Fue,-,59,1,11/11/2024
77,"KAROL G, Feid & DFZM","+57 (feat. Ovy On the Drums, J Balvin, Maluma, Ryan Castro & Blessd)",93,77,2,11/11/2024
78,Rauw Alejandro,Revolú,-,61,1,11/11/2024
79,Lil Baby,5AM,-,58,1,11/11/2024
80,Rauw Alejandro,Déjame Entrar,-,80,1,11/11/2024
81,Rauw Alejandro,Khé?,-,23,1,11/11/2024
82,Travis Scott,FE!N,69,2,34,11/11/2024
83,Hozier,Too Sweet,73,5,32,11/11/2024
84,Morgan Wallen,Spin You Around (1/24),89,9,40,11/11/2024
85,Rauw Alejandro,Baja Pa' Acá,-,85,1,11/11/2024
86,Rauw Alejandro,Ni Me Conozco,-,77,1,11/11/2024
87,Future,Stick Talk,63,32,63,11/11/2024
88,Rauw Alejandro,Cosa Nuestra,-,88,1,11/11/2024
89,"Tyler, The Creator",Noid,30,9,4,11/11/2024
90,Rauw Alejandro,Espresso Martini,-,90,1,11/11/2024
91,Tate McRae,2 hands,-,82,1,11/11/2024
92,Rauw Alejandro,Committed,-,92,1,11/11/2024
93,The Marías,No One Noticed (Extended English),-,81,1,11/11/2024
94,Juice WRLD & Nicki Minaj,AGATS2 (Insecure),-,81,1,11/11/2024
95,Chappell Roan,Pink Pony Club,76,14,15,11/11/2024
96,Brooks & Dunn,Neon Moon,-,84,1,11/11/2024
97,"KAROL G, Feid & DFZM","+57 (feat. Ovy On the Drums, J Balvin, Maluma, Ryan Castro & Blessd)",-,97,1,11/11/2024
98,Billie Eilish,CHIHIRO,-,7,20,11/11/2024
99,Sabrina Carpenter,Juno,88,11,12,11/11/2024
100,Chappell Roan,HOT TO GO!,97,25,16,11/11/2024
1,"Tyler, The Creator",Sticky,2,1,4,11/18/2024
2,GloRilla,WHATCHU KNO ABOUT ME,3,2,7,11/18/2024
3,Gracie Abrams,That’s So True,1,1,5,11/18/2024
4,Billie Eilish,BIRDS OF A FEATHER,6,2,28,11/18/2024
5,Billie Eilish,WILDFLOWER,7,5,26,11/18/2024
6,The Weeknd & Playboi Carti,Timeless,9,1,9,11/18/2024
7,Morgan Wallen,Love Somebody,4,1,6,11/18/2024
8,Rod Wave,25,5,1,7,11/18/2024
9,Rauw Alejandro,Qué Pasaría...,51,9,2,11/18/2024
10,Lady Gaga & Bruno Mars,Die With A Smile,10,1,15,11/18/2024
11,Post Malone,I Had Some Help (feat. Morgan Wallen),11,2,29,11/18/2024
12,Óscar Maydon & Fuerza Regida,Tu Boda,8,4,6,11/18/2024
13,Shaboozey,A Bar Song (Tipsy),12,2,32,11/18/2024
14,Sabrina Carpenter,Espresso,14,3,32,11/18/2024
15,Summer Walker,Heart Of A Woman,16,15,5,11/18/2024
16,"Tyler, The Creator",Like Him,38,16,4,11/18/2024
17,Kendrick Lamar,Not Like Us,13,1,29,11/18/2024
18,Lil Baby,Insecurities,75,18,2,11/18/2024
19,Sabrina Carpenter,Taste,19,1,14,11/18/2024
20,SZA,Snooze,17,3,103,11/18/2024
21,Future & Metro Boomin,Like That,22,1,36,11/18/2024
22,GloRilla,I LUV HER,18,13,7,11/18/2024
23,Rauw Alejandro,Khé?,81,23,2,11/18/2024
24,Mariah Carey,All I Want For Christmas Is You,39,1,39,11/18/2024
