date,rank,track,artist,str_last_week,str_peak,str_woc
12/28/2024,7,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,9,5,40
12/28/2024,8,It's The Most Wonderful Time Of The Year,Andy Williams,10,3,45
12/28/2024,9,Underneath The Tree,Kelly Clarkson,13,8,30
12/28/2024,10,Luther,Kendrick Lamar & SZA,5,3,4
12/28/2024,11,It's Beginning To Look A Lot Like Christmas,Michael Buble,16,11,26
12/28/2024,12,TV Off,Kendrick Lamar Featuring Lefty Gunplay,7,2,4
12/28/2024,13,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",14,5,42
12/28/2024,14,Sleigh Ride,The Ronettes,15,8,36
12/28/2024,15,Die With A Smile,Lady Gaga & Bruno Mars,12,2,18
12/28/2024,16,Feliz Navidad,Jose Feliciano,18,7,34
12/28/2024,17,That's So True,Gracie Abrams,17,1,9
12/28/2024,18,Squabble Up,Kendrick Lamar,8,1,4
12/28/2024,19,Run Rudolph Run,Chuck Berry,22,6,29
12/28/2024,20,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,19,5,31
12/28/2024,21,Christmas (Baby Please Come Home),Darlene Love,25,8,28
12/28/2024,22,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,24,10,27
12/28/2024,23,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,27,15,18
12/28/2024,24,Deck The Halls,Nat King Cole,26,13,23
12/28/2024,25,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,31,18,19
12/28/2024,26,Birds Of A Feather,Billie Eilish,21,2,31
12/28/2024,27,Blue Christmas,Elvis Presley,32,17,19
12/28/2024,28,APT.,ROSE & Bruno Mars,20,2,9
12/28/2024,29,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,33,14,25
12/28/2024,30,Sticky,"Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne",28,1,8
12/28/2024,31,A Bar Song (Tipsy),Shaboozey,23,1,36
12/28/2024,32,Who,Jimin,30,18,22
12/28/2024,33,Little Saint Nick,The Beach Boys,36,21,19
12/28/2024,34,Wonderful Christmastime,Paul McCartney,47,23,19
12/28/2024,35,Like It's Christmas,Jonas Brothers,43,30,11
12/28/2024,36,Christmastime Is Here,Vince Guaraldi Trio,37,26,11
12/28/2024,37,Lose Control,Teddy Swims,29,3,56
12/28/2024,38,Merry Christmas,Ed Sheeran & Elton John,-,34,5
12/28/2024,39,Please Come Home For Christmas,Eagles,50,26,15
12/28/2024,40,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,-,6,36
12/28/2024,41,Timeless,The Weeknd & Playboi Carti,35,1,12
12/28/2024,42,Baby It's Cold Outside,Dean Martin,-,23,11
12/28/2024,43,Snowman,Sia,-,43,1
12/28/2024,44,I Had Some Help,Post Malone Featuring Morgan Wallen,34,1,32
12/28/2024,45,Sailor Song,Gigi Perez,42,11,15
12/28/2024,46,"Good Luck, Babe!",Chappell Roan,38,4,35
12/28/2024,47,Beautiful Things,Benson Boone,44,1,48
12/28/2024,48,Wildflower,Billie Eilish,-,14,22
12/28/2024,49,Messy,Lola Young,-,49,1
12/28/2024,50,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,-,25,17
